Type,Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date
True,340,340,1,1,
True,322,323,1,1,
True,46,46,1,1,
True,60,60,1,1,
True,248,324,2,1,
True,271,55,2,1,
True,96,97,2,1,
True,189,270,14,0,2015-09-15
True,54,58,8,1,
True,54,198,15,0,2016-05-05
True,30,31,1,1,
True,126,126,1,1,
True,17,19,1,1,
True,55,55,1,1,
True,307,307,1,1,
True,343,344,1,1,
True,12,15,1,1,
True,20,28,1,1,
True,49,53,3,1,
True,57,57,0,1,
True,64,82,1,1,
True,104,106,1,1,
True,146,152,1,1,
True,18,20,2,1,
True,48,49,1,1,
True,124,125,1,1,
True,152,154,1,1,
True,23,26,1,1,
True,56,91,1,1,
True,2,226,5,1,
True,65,216,10,1,
True,119,207,7,1,
True,232,246,2,1,
True,279,291,4,1,
True,324,335,1,1,
True,43,80,3,1,
True,127,143,3,1,
True,232,269,2,1,
True,295,319,2,1,
True,55,72,2,1,
True,88,107,2,1,
True,117,128,2,1,
True,132,162,1,0,2017-05-18
True,188,205,1,1,
True,254,258,4,1,
True,159,161,1,1,
True,274,276,3,1,
True,149,152,4,1,
True,243,247,1,0,2015-09-02
True,259,261,1,1,
True,262,271,2,1,
True,271,300,2,1,
True,302,328,3,1,
True,160,172,2,1,
True,174,202,2,0,2016-07-12
True,47,51,2,1,
True,79,80,2,1,
True,41,53,3,1,
True,276,284,2,1,
True,307,307,1,1,
True,33,33,1,1,
True,49,49,1,1,
True,69,69,2,1,
True,180,180,1,1,
True,108,108,1,1,
True,110,110,1,1,
True,285,287,1,1,
True,328,328,1,1,
True,298,302,2,1,
True,348,349,3,1,
True,32,33,2,1,
True,92,95,1,1,
True,168,173,2,1,
True,286,292,2,1,
True,344,347,3,1,
True,18,24,2,1,
True,60,66,2,1,
True,88,94,1,1,
True,292,302,4,1,
True,296,301,5,1,
True,69,72,1,1,
True,333,334,0,1,
True,347,347,1,1,
True,355,355,1,1,
True,74,74,2,1,
True,48,51,1,1,
True,335,343,2,1,
True,296,301,2,1,
True,276,306,6,1,
True,334,365,2,1,
True,291,303,1,1,
True,20,21,1,1,
True,68,88,1,1,
True,204,205,1,0,2016-07-23
True,255,264,1,1,
True,58,63,1,1,
True,289,289,1,1,
True,32,32,1,1,
True,12,14,1,1,
True,26,28,1,1,
True,49,56,1,1,
True,34,34,1,1,
True,62,62,1,1,
True,10,72,1,1,
True,301,301,1,1,
True,98,102,4,1,
True,89,93,1,1,
True,23,23,2,1,
True,93,93,2,1,
True,142,143,2,1,
True,348,349,2,1,
True,243,246,3,1,
True,285,286,1,1,
True,295,299,1,1,
True,291,291,1,1,
True,343,343,1,1,
True,157,157,1,0,2016-06-05
True,62,62,1,1,
True,341,14,3,1,
True,114,115,1,1,
True,116,199,1,0,2016-07-11
True,18,27,1,1,
True,181,182,1,1,
True,203,208,1,1,
True,308,309,1,1,
True,79,80,1,1,
True,116,116,2,1,
True,123,125,1,1,
True,273,277,1,1,
True,27,29,1,1,
True,12,30,2,1,
True,30,30,1,1,
True,155,204,3,1,
True,294,309,1,1,
True,328,337,1,1,
True,5,13,1,1,
True,340,25,2,1,
True,45,88,2,1,
True,243,244,1,1,
True,195,198,3,1,
True,195,198,3,1,
True,295,302,1,1,
True,293,303,1,1,
True,170,215,3,0,2017-06-19
True,110,220,7,1,
True,313,183,8,1,
True,240,241,3,1,
True,41,42,1,1,
True,363,184,7,1,
True,5,5,3,1,
True,209,209,2,1,
True,301,301,1,1,
True,116,116,2,1,
True,320,321,2,1,
True,277,277,2,1,
True,276,284,7,1,
True,307,307,1,1,
True,330,330,1,1,
True,152,153,1,1,
True,165,166,1,1,
True,237,237,1,1,
True,25,25,1,1,
True,47,48,1,1,
True,160,167,1,1,
True,46,47,1,1,
True,42,42,0,1,
True,45,45,2,1,
True,22,26,1,1,
True,22,28,2,1,
True,23,25,1,1,
True,96,97,1,1,
True,79,85,1,1,
True,278,279,1,1,
True,335,336,2,1,
True,77,77,1,1,
True,23,26,2,1,
True,326,340,4,1,
True,33,33,1,1,
True,74,74,1,1,
True,356,357,1,1,
True,69,70,1,1,
True,289,292,2,1,
True,44,46,2,1,
True,101,108,1,1,
True,4,4,4,1,
True,32,32,3,1,
True,60,60,4,1,
True,102,102,4,1,
True,120,130,4,1,
True,335,337,1,1,
True,34,34,1,1,
True,137,160,4,1,
True,180,182,1,1,
True,26,27,1,1,
True,33,34,1,1,
True,48,48,1,1,
True,74,74,2,1,
True,8,21,1,1,
True,86,98,1,1,
True,96,99,1,1,
True,278,300,2,1,
True,285,299,3,0,2016-10-18
True,16,16,2,1,
True,349,349,1,1,
True,301,301,1,1,
True,67,67,2,1,
True,140,140,1,1,
True,87,87,1,1,
True,11,13,1,1,
True,53,54,2,1,
True,82,82,2,1,
True,113,118,1,1,
True,238,258,1,1,
True,314,321,1,1,
True,12,18,1,1,
True,47,53,1,1,
True,79,81,1,1,
True,301,301,1,1,
True,344,344,1,1,
True,27,27,1,1,
True,53,53,1,1,
True,355,356,1,1,
True,20,23,1,1,
True,342,16,3,1,
True,322,322,1,1,
True,328,329,1,1,
True,46,46,1,1,
True,273,275,1,1,
True,8,19,1,1,
True,53,56,1,1,
True,70,70,1,1,
True,307,313,1,1,
True,69,74,1,1,
True,131,137,1,1,
True,288,291,1,1,
True,323,323,1,1,
True,11,12,2,1,
True,102,103,1,1,
True,312,312,1,1,
True,340,340,1,1,
True,62,62,1,1,
True,98,98,1,0,2016-04-07
True,61,65,2,1,
True,330,330,1,1,
True,320,320,1,1,
True,137,165,4,0,2016-06-08
True,42,42,1,1,
True,56,56,1,1,
True,40,41,2,1,
True,64,64,2,1,
True,88,91,1,1,
True,348,350,1,1,
True,17,19,1,1,
True,87,89,1,1,
True,74,78,1,1,
True,286,287,1,1,
True,285,287,1,0,2015-10-12
True,320,320,3,1,
True,350,351,1,1,
True,26,32,1,1,
True,34,40,3,1,
True,246,260,2,1,
True,349,351,2,1,
True,225,252,2,1,
True,20,37,1,1,
True,341,343,1,1,
True,102,102,1,1,
True,313,313,1,1,
True,321,321,1,1,
True,91,95,3,1,
True,330,333,2,1,
True,335,335,2,1,
True,19,19,1,1,
True,342,352,2,1,
True,106,118,3,1,
True,316,324,1,1,
True,345,346,1,1,
True,35,35,1,1,
True,247,248,2,1,
True,41,222,9,1,
True,35,216,7,1,
True,78,78,1,1,
True,81,124,1,1,
True,267,268,1,1,
True,296,301,1,1,
True,313,314,2,1,
True,30,40,2,1,
True,34,42,1,1,
True,25,25,1,1,
True,125,130,4,1,
True,361,162,8,1,
True,140,141,3,1,
True,167,181,1,1,
True,23,31,2,1,
True,173,187,5,1,
True,190,196,3,1,
True,83,186,5,1,
True,63,68,2,1,
True,76,76,1,1,
True,329,330,5,1,
True,24,27,4,1,
True,150,201,5,1,
True,33,34,1,1,
True,34,35,1,1,
True,168,169,0,1,
True,114,114,1,1,
True,118,223,7,1,
True,214,214,1,1,
True,341,345,1,1,
True,100,107,1,1,
True,68,101,1,1,
True,188,209,5,0,2016-07-08
True,181,244,4,1,
True,123,125,1,1,
True,319,326,1,1,
True,347,354,1,1,
True,24,30,2,1,
True,142,144,1,1,
True,284,292,2,1,
True,244,250,1,1,
True,1,267,6,1,
True,1,267,6,1,
True,1,267,6,1,
True,1,267,6,1,
True,1,267,6,1,
True,349,351,2,1,
True,137,142,1,1,
True,6,6,1,1,
True,6,261,28,1,
True,249,290,1,1,
True,80,89,1,1,
True,181,192,1,1,
True,249,290,1,1,
True,46,47,1,1,
True,135,135,1,1,
True,35,35,1,1,
True,89,92,1,1,
True,293,303,2,1,
True,149,303,3,1,
True,285,302,4,1,
True,18,19,1,1,
True,299,299,1,1,
True,330,330,1,1,
True,329,329,1,1,
True,108,108,1,1,
True,322,356,1,0,2015-01-01
True,1,203,7,0,2015-01-01
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,1,260,3,0,2015-01-21
True,2,258,28,0,2015-01-21
True,2,263,6,0,2015-01-22
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,2,277,2,0,2015-01-30
True,27,258,5,0,2015-02-02
True,27,258,5,0,2015-02-02
True,322,193,6,0,2015-02-05
True,31,210,8,0,2015-02-05
True,27,237,5,0,2015-02-05
True,28,239,3,0,2015-02-06
True,37,218,7,0,2015-02-10
True,3,185,8,0,2015-05-29
True,4,199,8,0,2015-02-11
True,42,244,10,0,2015-02-11
True,41,221,13,0,2015-02-11
True,36,220,7,0,2015-02-12
True,36,245,7,0,2015-02-20
True,47,260,2,0,2015-02-23
True,44,223,13,0,2015-02-25
True,51,186,7,0,2015-02-25
True,57,194,7,0,2015-02-26
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,36,258,6,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,62,269,2,0,2015-03-03
True,58,186,7,0,2015-03-04
True,55,323,3,0,2015-03-04
True,41,330,1,0,2015-03-06
True,47,187,7,0,2015-03-09
True,44,185,7,0,2015-03-09
True,61,183,4,0,2015-03-11
True,29,216,5,0,2015-03-12
True,1,192,7,0,2015-03-17
True,54,185,7,0,2015-03-17
True,322,188,8,0,2015-03-17
True,68,200,6,0,2015-03-18
True,123,125,1,1,
True,172,173,1,1,
True,254,277,2,1,
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,2,267,4,0,2015-04-02
True,93,186,7,0,2015-04-03
True,234,343,3,1,
True,22,202,8,0,2015-04-04
True,2,239,8,0,2015-04-04
True,2,239,8,0,2015-04-04
True,2,239,8,0,2015-04-04
True,61,213,14,0,2015-04-04
True,126,183,3,0,2015-06-14
True,97,338,4,1,
True,352,84,3,1,
True,352,113,3,1,
True,14,146,4,1,
True,352,161,4,1,
True,14,302,4,1,
True,14,335,4,1,
True,352,342,4,0,2016-12-04
True,236,55,4,1,
True,335,103,3,1,
True,352,103,3,0,2016-12-26
True,352,111,4,1,
True,352,118,3,0,2017-03-31
True,304,365,1,1,
True,304,365,1,1,
True,215,237,4,1,
True,47,84,4,0,2016-03-14
True,21,21,1,1,
True,82,82,1,1,
True,27,255,7,0,2015-04-08
True,61,207,5,0,2015-04-10
True,50,227,7,0,2015-04-10
True,50,227,7,0,2015-04-10
True,287,91,4,1,
True,54,61,3,1,
True,309,95,4,1,
True,11,12,1,1,
True,1,227,7,0,2015-04-15
True,1,235,6,0,2015-04-15
True,50,320,4,0,2015-04-15
True,50,320,4,0,2015-04-15
True,322,213,10,0,2015-04-16
True,181,182,1,1,
True,292,294,1,1,
True,81,89,2,1,
True,123,123,1,1,
True,123,130,2,1,
True,295,313,2,1,
True,41,191,4,0,2015-04-20
True,271,274,1,1,
True,365,8,1,1,
True,42,57,1,1,
True,323,326,2,1,
True,33,37,2,1,
True,44,213,9,0,2015-04-25
True,322,322,1,1,
True,48,48,1,1,
True,235,64,10,1,
True,226,112,8,1,
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,30,196,2,0,2015-04-28
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,2,246,3,0,2015-04-29
True,41,244,2,0,2015-04-29
True,27,29,5,1,
True,307,313,4,1,
True,307,313,4,1,
True,21,32,4,1,
True,284,298,3,1,
True,301,308,1,1,
True,284,298,3,1,
True,301,308,1,1,
True,287,113,3,1,
True,267,363,5,1,
True,275,364,4,1,
True,294,294,1,1,
True,6,9,2,1,
True,194,197,2,0,2015-07-15
True,294,294,1,1,
True,6,9,2,1,
True,50,250,5,0,2015-05-08
True,50,250,5,0,2015-05-08
True,3,185,8,0,2015-05-14
True,44,199,8,0,2015-05-16
True,265,120,7,1,
True,316,316,1,1,
True,250,251,2,1,
True,137,138,2,1,
True,152,158,1,1,
True,189,195,1,1,
True,286,293,2,1,
True,326,327,1,1,
True,348,348,2,1,
True,2,4,2,0,2017-01-02
True,44,46,1,1,
True,86,87,1,1,
True,123,128,3,1,
True,122,122,2,1,
True,278,279,1,1,
True,347,349,0,1,
True,131,131,1,1,
True,321,321,1,1,
True,159,273,7,1,
True,199,200,1,1,
True,257,258,2,1,
True,57,57,4,1,
True,186,200,1,1,
True,31,31,4,1,
True,44,46,1,1,
True,82,82,5,1,
True,158,162,1,1,
True,36,234,7,0,2015-05-27
True,36,234,7,0,2015-05-27
True,356,356,1,1,
True,54,189,5,0,2015-05-29
True,1,253,7,0,2015-05-29
True,37,220,7,0,2015-05-29
True,47,199,8,0,2015-05-29
True,195,196,1,1,
True,69,213,7,0,2015-06-03
True,247,252,1,1,
True,131,132,0,1,
True,334,334,2,1,
True,151,151,2,1,
True,67,68,1,1,
True,21,188,2,0,2015-06-04
True,335,335,1,1,
True,44,199,8,0,2015-06-05
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,62,276,2,0,2015-06-09
True,93,207,14,0,2015-06-11
True,1,243,6,0,2015-06-13
True,322,192,5,0,2015-06-17
True,35,324,3,1,
True,23,240,10,0,2015-06-15
True,313,319,4,1,
True,75,79,4,1,
True,352,352,1,1,
True,75,75,1,1,
True,70,72,1,1,
True,27,35,1,1,
True,133,144,1,1,
True,34,192,5,0,2015-07-01
True,322,192,5,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,1,245,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,248,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,255,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,262,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,269,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,2,276,7,0,2015-06-17
True,1,197,3,0,2015-06-18
True,256,323,3,1,
True,255,303,7,1,
True,316,316,1,1,
True,61,61,3,1,
True,74,74,3,1,
True,95,95,2,1,
True,118,118,2,1,
True,151,151,2,1,
True,298,299,1,1,
True,10,10,3,1,
True,88,88,1,1,
True,116,116,1,1,
True,135,136,3,1,
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,62,269,2,0,2015-06-27
True,356,362,1,1,
True,20,21,1,1,
True,55,55,1,1,
True,131,132,1,1,
True,149,149,1,1,
True,272,280,5,1,
True,272,292,2,1,
True,125,147,3,0,2016-05-11
True,313,314,1,1,
True,4,187,7,0,2015-06-30
True,40,184,2,0,2015-06-30
True,187,195,1,1,
True,197,201,1,1,
True,48,52,1,1,
True,315,321,1,1,
True,7,11,2,1,
True,62,68,2,1,
True,110,117,2,1,
True,182,201,2,1,
True,256,264,2,1,
True,291,320,2,1,
True,341,348,1,1,
True,11,24,2,1,
True,37,66,2,1,
True,100,108,2,1,
True,128,150,2,1,
True,37,67,1,1,
True,33,183,6,1,
True,33,35,5,1,
True,6,6,3,1,
True,21,21,3,1,
True,21,21,3,1,
True,28,28,1,1,
True,56,57,2,1,
True,216,175,7,1,
True,2,185,1,1,
True,56,182,4,1,
True,72,182,5,1,
True,47,244,6,0,2015-07-06
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,2,281,7,0,2015-07-07
True,37,182,7,1,
True,56,183,6,1,
True,33,182,7,1,
True,33,182,7,1,
True,47,186,3,1,
True,23,262,2,0,2015-07-08
True,23,262,2,0,2015-07-08
True,23,262,2,0,2015-07-08
True,2,248,7,0,2015-07-08
True,2,248,7,0,2015-07-08
True,2,248,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,2,262,7,0,2015-07-08
True,40,185,5,1,
True,31,183,7,1,
True,31,183,7,1,
True,4,187,3,1,
True,58,186,4,1,
True,41,188,2,1,
True,63,184,7,1,
True,63,184,7,1,
True,170,190,1,1,
True,109,111,1,1,
True,340,341,1,1,
True,188,190,1,1,
True,195,197,2,1,
True,73,74,1,1,
True,153,156,2,1,
True,2,185,6,1,
True,322,187,4,1,
True,2,188,3,1,
True,83,186,5,1,
True,2,188,4,1,
True,2,187,5,1,
True,3,186,6,1,
True,36,185,7,1,
True,58,185,7,1,
True,51,188,4,1,
True,47,190,3,1,
True,63,186,7,1,
True,2,186,7,1,
True,56,186,7,1,
True,55,185,8,1,
True,68,191,2,1,
True,61,190,4,1,
True,47,190,4,1,
True,47,190,4,1,
True,54,189,5,1,
True,192,193,1,1,
True,187,193,1,1,
True,29,187,7,1,
True,47,190,4,1,
True,47,190,4,1,
True,28,185,10,1,
True,70,188,7,1,
True,192,194,1,1,
True,1,190,7,1,
True,31,186,11,1,
True,31,183,14,1,
True,136,195,2,1,
True,136,195,2,1,
True,71,186,11,1,
True,194,196,1,1,
True,56,190,7,1,
True,56,190,7,1,
True,34,192,5,1,
True,50,189,8,1,
True,4,189,9,1,
True,134,196,2,1,
True,2,187,11,1,
True,322,194,4,1,
True,191,196,2,1,
True,198,198,1,1,
True,4,188,11,1,
True,180,196,3,1,
True,63,192,7,1,
True,197,197,2,1,
True,197,197,2,1,
True,44,192,7,1,
True,103,197,2,1,
True,1,185,15,1,
True,93,186,14,1,
True,31,193,7,1,
True,99,197,3,1,
True,21,193,7,1,
True,30,30,1,1,
True,191,197,3,1,
True,187,197,3,1,
True,195,198,2,1,
True,180,197,3,1,
True,61,186,14,1,
True,159,200,1,1,
True,173,198,3,1,
True,63,194,7,1,
True,200,200,1,1,
True,200,200,1,1,
True,200,200,1,1,
True,200,200,1,1,
True,170,199,3,1,
True,170,199,3,1,
True,138,197,5,1,
True,107,197,7,1,
True,153,203,8,1,
True,93,197,7,1,
