Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
2024-04-29,2024-05-25,4,Confirmed,,Reservation,26
2024-04-29,2024-05-03,4,Confirmed,,Reservation,4
2024-04-29,2024-08-23,2,Confirmed,,Reservation,116
2024-04-29,2024-06-09,3,Confirmed,,Reservation,41
2024-04-29,2024-06-18,1,Cancel in check-in stage,2024-06-18,Reservation,50
2024-04-29,2024-09-11,3,Confirmed,,Reservation,135
2024-04-29,2024-05-21,1,Cancel in reservation stage,2024-04-29,Reservation,22
2024-04-29,2024-07-18,5,Confirmed,,Reservation,80
2024-04-29,2024-05-01,8,Cancel in reservation stage,2024-04-30,Reservation,2
2024-04-29,2024-05-12,1,Confirmed,,Reservation,13
2024-04-29,2024-05-06,1,Confirmed,,Reservation,7
2024-04-29,2024-07-03,1,Confirmed,,Reservation,65
2024-04-29,2024-05-27,3,Confirmed,,Reservation,28
2024-04-29,2024-07-18,4,Confirmed,,Reservation,80
2024-04-29,2024-05-05,1,Confirmed,,Reservation,6
2024-04-30,2024-04-30,1,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,2,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,5,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,3,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,5,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,2,Confirmed,,Walk-in,0
2024-04-30,2024-04-30,1,Confirmed,,Walk-in,0
2024-04-30,2024-07-21,3,Confirmed,,Reservation,82
2024-04-30,2024-06-29,3,Confirmed,,Reservation,60
2024-04-30,2024-05-11,5,Cancel in reservation stage,2024-05-03,Reservation,11
2024-04-30,2024-11-29,4,Confirmed,,Reservation,213
2024-04-30,2024-08-19,1,Confirmed,,Reservation,111
2024-04-30,2024-09-04,5,Cancel in reservation stage,2024-05-13,Reservation,127
2024-04-30,2024-09-22,3,Confirmed,,Reservation,145
2024-04-30,2024-07-27,2,Confirmed,,Reservation,88
2024-04-30,2024-08-01,2,Confirmed,,Reservation,93
2024-04-30,2024-06-02,4,Confirmed,,Reservation,33
2024-04-30,2024-06-24,10,Confirmed,,Reservation,55
2024-04-30,2024-06-23,2,Confirmed,,Reservation,54
2024-04-30,2024-09-03,4,Confirmed,,Reservation,126
2024-04-30,2024-05-01,3,Confirmed,,Reservation,1
2024-04-30,2024-07-31,1,Confirmed,,Reservation,92
2024-04-30,2024-05-30,4,Confirmed,,Reservation,30
2024-04-30,2024-07-05,2,Confirmed,,Reservation,66
2024-04-30,2024-07-14,3,Confirmed,,Reservation,75
2024-04-30,2024-08-05,1,Confirmed,,Reservation,97
2024-04-30,2024-05-10,7,Cancel in check-in stage,2024-05-10,Reservation,10
2024-04-30,2025-01-07,1,Confirmed,,Reservation,252
2024-04-30,2024-05-24,5,Confirmed,,Reservation,24
2024-04-30,2024-10-20,3,Confirmed,,Reservation,173
2024-04-30,2024-09-05,3,Confirmed,,Reservation,128
2024-04-30,2024-09-09,1,Confirmed,,Reservation,132
2024-04-30,2024-11-06,2,Confirmed,,Reservation,190
2024-04-30,2024-05-12,3,Confirmed,,Reservation,12
2024-04-30,2024-08-13,2,Confirmed,,Reservation,105
2024-04-30,2024-09-22,2,Confirmed,,Reservation,145
2024-04-30,2024-05-09,1,Cancel in reservation stage,2024-05-08,Reservation,9
2024-04-30,2024-06-20,1,Confirmed,,Reservation,51
2024-04-30,2024-05-12,1,Confirmed,,Reservation,12
2024-04-30,2024-11-22,4,Confirmed,,Reservation,206
2024-04-30,2024-11-14,1,Confirmed,,Reservation,198
2024-04-30,2024-12-21,2,Confirmed,,Reservation,235
2024-04-30,2024-05-12,1,Confirmed,,Reservation,12
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,5,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,2,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,5,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,2,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,2,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,2,Confirmed,,Walk-in,0
2024-05-01,2024-05-01,1,Confirmed,,Walk-in,0
2024-05-01,2024-08-07,9,Confirmed,,Reservation,98
2024-05-01,2024-07-07,1,Confirmed,,Reservation,67
2024-05-01,2024-06-25,2,Confirmed,,Reservation,55
2024-05-01,2024-09-19,1,Confirmed,,Reservation,141
2024-05-01,2024-07-27,6,Confirmed,,Reservation,87
2024-05-01,2024-10-08,2,Confirmed,,Reservation,160
2024-05-01,2024-05-25,1,Confirmed,,Reservation,24
2024-05-01,2025-02-21,1,Confirmed,,Reservation,296
2024-05-01,2024-05-17,11,Cancel in reservation stage,2024-05-04,Reservation,16
2024-05-01,2024-05-02,1,Confirmed,,Reservation,1
2024-05-01,2024-06-29,4,Confirmed,,Reservation,59
2024-05-01,2024-09-30,2,Confirmed,,Reservation,152
2024-05-01,2024-05-17,2,Confirmed,,Reservation,16
2024-05-01,2024-08-21,7,Confirmed,,Reservation,112
2024-05-01,2024-05-18,5,Confirmed,,Reservation,17
2024-05-01,2024-05-08,3,Confirmed,,Reservation,7
2024-05-01,2024-11-16,4,Confirmed,,Reservation,199
2024-05-01,2024-05-05,2,Confirmed,,Reservation,4
2024-05-01,2024-07-15,1,Confirmed,,Reservation,75
2024-05-01,2024-12-29,2,Confirmed,,Reservation,242
2024-05-01,2025-04-14,1,Confirmed,,Reservation,348
2024-05-01,2024-05-04,2,Confirmed,,Reservation,3
2024-05-01,2024-08-03,1,Confirmed,,Reservation,94
2024-05-01,2024-05-02,5,Confirmed,,Reservation,1
2024-05-01,2024-10-30,4,Confirmed,,Reservation,182
2024-05-01,2024-07-19,3,Cancel in reservation stage,2024-05-11,Reservation,79
2024-05-01,2024-09-03,2,Confirmed,,Reservation,125
2024-05-01,2024-08-20,3,Confirmed,,Reservation,111
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,8,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,11,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,8,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,6,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,7,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,5,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,9,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,2,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,6,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,3,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,1,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-02,4,Confirmed,,Walk-in,0
2024-05-02,2024-05-06,8,Confirmed,,Reservation,4
2024-05-02,2024-10-08,6,Cancel in reservation stage,2024-08-31,Reservation,159
2024-05-02,2025-01-22,3,Cancel in reservation stage,2024-08-09,Reservation,265
2024-05-02,2024-05-10,2,Cancel in reservation stage,2024-05-04,Reservation,8
2024-05-02,2024-11-23,1,Confirmed,,Reservation,205
2024-05-02,2024-08-21,9,Confirmed,,Reservation,111
2024-05-02,2024-06-06,2,Confirmed,,Reservation,35
2024-05-02,2024-08-01,2,Confirmed,,Reservation,91
2024-05-02,2024-05-11,2,Confirmed,,Reservation,9
2024-05-02,2024-05-04,25,Confirmed,,Reservation,2
2024-05-02,2024-05-10,3,Confirmed,,Reservation,8
2024-05-02,2024-06-01,7,Confirmed,,Reservation,30
2024-05-02,2024-07-03,3,Confirmed,,Reservation,62
2024-05-02,2024-05-03,1,Confirmed,,Reservation,1
2024-05-02,2024-06-05,1,Confirmed,,Reservation,34
2024-05-02,2024-09-18,1,Confirmed,,Reservation,139
2024-05-02,2025-03-31,9,Confirmed,,Reservation,333
2024-05-02,2024-05-30,7,Confirmed,,Reservation,28
2024-05-02,2024-06-08,2,Confirmed,,Reservation,37
2024-05-02,2024-05-20,8,Confirmed,,Reservation,18
2024-05-02,2024-08-15,1,Confirmed,,Reservation,105
2024-05-02,2024-07-19,8,Confirmed,,Reservation,78
2024-05-02,2024-07-18,7,Confirmed,,Reservation,77
2024-05-02,2024-09-10,1,Confirmed,,Reservation,131
2024-05-02,2024-05-11,1,Confirmed,,Reservation,9
2024-05-02,2024-05-10,1,Confirmed,,Reservation,8
2024-05-02,2024-07-08,1,Confirmed,,Reservation,67
2024-05-02,2024-07-06,1,Confirmed,,Reservation,65
2024-05-02,2024-06-09,1,Confirmed,,Reservation,38
2024-05-02,2024-11-11,8,Confirmed,,Reservation,193
2024-05-02,2025-01-30,2,Confirmed,,Reservation,273
2024-05-02,2024-07-26,1,Confirmed,,Reservation,85
2024-05-02,2024-12-06,2,Confirmed,,Reservation,218
2024-05-02,2024-05-06,5,Confirmed,,Reservation,4
2024-05-02,2024-05-30,2,Confirmed,,Reservation,28
2024-05-03,2024-05-03,1,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,9,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,2,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,1,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,11,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,1,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,3,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,2,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,1,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,9,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,2,Confirmed,,Walk-in,0
2024-05-03,2024-05-03,3,Confirmed,,Walk-in,0
2024-05-03,2024-09-10,2,Confirmed,,Reservation,130
2024-05-03,2024-10-24,1,Confirmed,,Reservation,174
2024-05-03,2024-05-27,1,Confirmed,,Reservation,24
2024-05-03,2024-06-07,2,Cancel in reservation stage,2024-05-04,Reservation,35
2024-05-03,2024-07-16,13,Confirmed,,Reservation,74
2024-05-03,2024-06-07,1,Confirmed,,Reservation,35
2024-05-03,2024-05-08,1,Confirmed,,Reservation,5
2024-05-03,2025-03-25,3,Confirmed,,Reservation,326
2024-05-03,2024-08-24,1,Confirmed,,Reservation,113
2024-05-03,2024-07-27,10,Cancel in check-in stage,2024-07-27,Reservation,85
2024-05-03,2024-09-20,1,Confirmed,,Reservation,140
2024-05-03,2024-06-11,6,Confirmed,,Reservation,39
2024-05-03,2024-09-23,4,Confirmed,,Reservation,143
2024-05-03,2024-05-17,1,Cancel in reservation stage,2024-05-11,Reservation,14
2024-05-03,2025-02-02,6,Confirmed,,Reservation,275
2024-05-03,2024-06-02,1,Confirmed,,Reservation,30
2024-05-03,2024-06-11,4,Confirmed,,Reservation,39
2024-05-03,2024-05-06,6,Confirmed,,Reservation,3
2024-05-03,2024-05-04,4,Cancel in reservation stage,2024-05-03,Reservation,1
2024-05-03,2024-07-08,1,Confirmed,,Reservation,66
2024-05-03,2024-05-27,2,Confirmed,,Reservation,24
2024-05-03,2024-08-15,1,Confirmed,,Reservation,104
2024-05-03,2024-08-17,6,Cancel in reservation stage,2024-05-20,Reservation,106
2024-05-03,2024-09-08,10,Confirmed,,Reservation,128
2024-05-03,2024-09-14,1,Confirmed,,Reservation,134
2024-05-03,2024-05-23,1,Confirmed,,Reservation,20
2024-05-03,2024-07-14,2,Cancel in reservation stage,2024-05-29,Reservation,72
2024-05-03,2024-11-24,1,Confirmed,,Reservation,205
2024-05-03,2024-11-24,4,Cancel in reservation stage,2024-07-20,Reservation,205
2024-05-03,2024-05-29,4,Confirmed,,Reservation,26
2024-05-03,2024-05-04,1,Confirmed,,Reservation,1
2024-05-03,2025-01-24,2,Confirmed,,Reservation,266
2024-05-03,2024-05-16,1,Confirmed,,Reservation,13
2024-05-03,2024-06-02,2,Confirmed,,Reservation,30
2024-05-03,2024-06-17,6,Confirmed,,Reservation,45
2024-05-03,2024-05-15,1,Confirmed,,Reservation,12
2024-05-03,2024-08-21,1,Confirmed,,Reservation,110
2024-05-03,2024-07-31,2,Confirmed,,Reservation,89
2024-05-04,2024-05-04,3,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,2,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,1,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,1,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,1,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,1,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,2,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,2,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,2,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,1,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,2,Confirmed,,Walk-in,0
2024-05-04,2024-05-04,3,Confirmed,,Walk-in,0
2024-05-04,2024-09-18,4,Confirmed,,Reservation,137
2024-05-04,2024-06-08,3,Confirmed,,Reservation,35
2024-05-04,2024-05-21,4,Confirmed,,Reservation,17
2024-05-04,2024-05-23,4,Confirmed,,Reservation,19
2024-05-04,2024-06-16,2,Confirmed,,Reservation,43
2024-05-04,2024-07-12,1,Confirmed,,Reservation,69
2024-05-04,2024-06-05,1,Confirmed,,Reservation,32
2024-05-04,2025-01-23,4,Confirmed,,Reservation,264
2024-05-04,2024-07-26,2,Confirmed,,Reservation,83
2024-05-04,2024-07-29,2,Cancel in reservation stage,2024-05-16,Reservation,86
2024-05-04,2024-08-15,3,Confirmed,,Reservation,103
2024-05-04,2024-05-08,1,Confirmed,,Reservation,4
2024-05-04,2024-12-01,2,Confirmed,,Reservation,211
2024-05-04,2024-05-13,10,Confirmed,,Reservation,9
2024-05-04,2024-05-15,2,Confirmed,,Reservation,11
2024-05-04,2024-10-30,1,Confirmed,,Reservation,179
2024-05-04,2024-05-14,1,Confirmed,,Reservation,10
2024-05-04,2024-05-05,5,Confirmed,,Reservation,1
2024-05-04,2024-08-28,5,Confirmed,,Reservation,116
2024-05-04,2024-07-25,1,Confirmed,,Reservation,82
2024-05-04,2024-10-06,5,Confirmed,,Reservation,155
2024-05-04,2024-05-11,12,Confirmed,,Reservation,7
2024-05-04,2024-10-20,20,Confirmed,,Reservation,169
2024-05-04,2024-05-31,4,Confirmed,,Reservation,27
2024-05-04,2024-07-18,1,Cancel in reservation stage,2024-06-07,Reservation,75
2024-05-04,2024-08-20,3,Confirmed,,Reservation,108
2024-05-04,2024-08-15,1,Confirmed,,Reservation,103
2024-05-04,2024-06-06,6,Confirmed,,Reservation,33
2024-05-04,2024-05-06,2,Confirmed,,Reservation,2
2024-05-04,2024-12-03,2,Confirmed,,Reservation,213
2024-05-04,2024-06-16,1,Cancel in reservation stage,2024-06-10,Reservation,43
2024-05-04,2025-01-01,5,Confirmed,,Reservation,242
2024-05-04,2024-05-08,6,Confirmed,,Reservation,4
2024-05-05,2024-05-05,3,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,1,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,3,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,1,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,1,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,4,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,2,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,4,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,2,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,6,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,2,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,2,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,1,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,3,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,1,Confirmed,,Walk-in,0
2024-05-05,2024-05-05,5,Confirmed,,Walk-in,0
2024-05-05,2024-07-20,6,Confirmed,,Reservation,76
2024-05-05,2024-05-14,3,Confirmed,,Reservation,9
2024-05-05,2024-11-14,1,Confirmed,,Reservation,193
2024-05-05,2024-05-27,2,Confirmed,,Reservation,22
2024-05-05,2024-05-08,5,Confirmed,,Reservation,3
2024-05-05,2024-05-14,1,Confirmed,,Reservation,9
2024-05-05,2024-09-04,1,Confirmed,,Reservation,122
2024-05-05,2024-05-06,9,Confirmed,,Reservation,1
2024-05-05,2024-07-13,3,Confirmed,,Reservation,69
2024-05-05,2024-07-24,1,Confirmed,,Reservation,80
2024-05-05,2025-03-10,1,Cancel in reservation stage,2024-05-27,Reservation,309
2024-05-05,2024-07-25,5,Confirmed,,Reservation,81
2024-05-05,2024-08-31,1,Confirmed,,Reservation,118
2024-05-05,2024-05-14,1,Confirmed,,Reservation,9
2024-05-05,2024-10-17,5,Confirmed,,Reservation,165
2024-05-05,2024-08-23,2,Confirmed,,Reservation,110
2024-05-05,2024-06-06,1,Confirmed,,Reservation,32
2024-05-05,2024-05-27,6,Confirmed,,Reservation,22
2024-05-05,2024-06-24,4,Confirmed,,Reservation,50
2024-05-05,2024-07-15,1,Confirmed,,Reservation,71
2024-05-05,2024-07-08,10,Confirmed,,Reservation,64
2024-05-05,2024-08-23,8,Confirmed,,Reservation,110
2024-05-05,2024-05-25,8,Confirmed,,Reservation,20
2024-05-05,2024-05-14,2,Confirmed,,Reservation,9
2024-05-05,2024-05-24,3,Cancel in check-in stage,2024-05-24,Reservation,19
2024-05-05,2024-05-20,9,Confirmed,,Reservation,15
2024-05-05,2024-11-23,1,Confirmed,,Reservation,202
2024-05-05,2024-06-14,2,Confirmed,,Reservation,40
2024-05-05,2024-11-17,2,Confirmed,,Reservation,196
2024-05-05,2025-02-20,4,Confirmed,,Reservation,291
2024-05-05,2024-05-10,1,Cancel in reservation stage,2024-05-08,Reservation,5
2024-05-05,2024-05-08,3,Confirmed,,Reservation,3
2024-05-05,2024-07-08,4,Confirmed,,Reservation,64
2024-05-05,2024-05-13,2,Confirmed,,Reservation,8
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,4,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,2,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,1,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,4,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,2,Confirmed,,Walk-in,0
2024-05-06,2024-05-06,2,Confirmed,,Walk-in,0
2024-05-06,2024-07-08,4,Confirmed,,Reservation,63
2024-05-06,2024-09-10,2,Confirmed,,Reservation,127
2024-05-06,2024-09-04,5,Confirmed,,Reservation,121
2024-05-06,2024-07-15,9,Confirmed,,Reservation,70
2024-05-06,2024-06-14,1,Cancel in reservation stage,2024-05-06,Reservation,39
2024-05-06,2024-09-01,4,Confirmed,,Reservation,118
2024-05-06,2024-10-02,8,Confirmed,,Reservation,149
2024-05-06,2024-08-13,1,Confirmed,,Reservation,99
2024-05-06,2024-06-13,12,Confirmed,,Reservation,38
2024-05-06,2024-05-07,2,Confirmed,,Reservation,1
2024-05-06,2024-05-10,2,Cancel in reservation stage,2024-05-06,Reservation,4
2024-05-06,2024-05-28,2,Confirmed,,Reservation,22
2024-05-06,2024-05-09,3,Confirmed,,Reservation,3
2024-05-06,2024-10-09,4,Confirmed,,Reservation,156
2024-05-06,2024-08-18,6,Confirmed,,Reservation,104
2024-05-06,2024-07-17,1,Confirmed,,Reservation,72
2024-05-06,2025-01-06,2,Confirmed,,Reservation,245
2024-05-06,2024-05-07,3,Cancel in reservation stage,2024-05-06,Reservation,1
2024-05-06,2024-05-11,2,Confirmed,,Reservation,5
2024-05-06,2024-06-04,9,Cancel in reservation stage,2024-05-11,Reservation,29
2024-05-06,2024-06-05,4,Cancel in reservation stage,2024-05-30,Reservation,30
2024-05-06,2024-09-10,1,Confirmed,,Reservation,127
2024-05-06,2024-05-08,1,Confirmed,,Reservation,2
2024-05-06,2024-07-09,4,Confirmed,,Reservation,64
2024-05-06,2024-05-31,4,Confirmed,,Reservation,25
2024-05-06,2025-03-01,3,Confirmed,,Reservation,299
2024-05-06,2024-09-08,6,Confirmed,,Reservation,125
2024-05-06,2024-07-05,1,Confirmed,,Reservation,60
2024-05-06,2024-09-06,2,Confirmed,,Reservation,123
2024-05-06,2024-09-05,6,Confirmed,,Reservation,122
2024-05-06,2024-05-13,10,Confirmed,,Reservation,7
2024-05-06,2024-11-23,1,Confirmed,,Reservation,201
2024-05-06,2024-07-05,3,Confirmed,,Reservation,60
2024-05-06,2024-06-15,1,Confirmed,,Reservation,40
2024-05-06,2024-11-08,1,Confirmed,,Reservation,186
2024-05-07,2024-05-07,1,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,6,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,1,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,3,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,4,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,16,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,1,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,3,Confirmed,,Walk-in,0
2024-05-07,2024-05-07,1,Confirmed,,Walk-in,0
2024-05-07,2024-06-04,2,Confirmed,,Reservation,28
2024-05-07,2024-05-15,2,Confirmed,,Reservation,8
2024-05-07,2024-08-25,5,Confirmed,,Reservation,110
2024-05-07,2024-07-09,1,Confirmed,,Reservation,63
2024-05-07,2024-05-09,17,Confirmed,,Reservation,2
2024-05-07,2024-06-19,1,Confirmed,,Reservation,43
2024-05-07,2024-07-13,3,Cancel in check-in stage,2024-07-13,Reservation,67
2024-05-07,2024-06-16,2,Confirmed,,Reservation,40
2024-05-07,2024-09-20,5,Confirmed,,Reservation,136
2024-05-07,2024-05-23,2,Confirmed,,Reservation,16
2024-05-07,2024-10-18,1,Confirmed,,Reservation,164
2024-05-07,2024-10-14,2,Confirmed,,Reservation,160
2024-05-07,2024-05-18,4,Confirmed,,Reservation,11
2024-05-07,2024-07-19,7,Cancel in reservation stage,2024-05-23,Reservation,73
2024-05-07,2024-09-28,6,Confirmed,,Reservation,144
2024-05-07,2024-05-11,2,Confirmed,,Reservation,4
2024-05-07,2024-06-26,2,Confirmed,,Reservation,50
2024-05-07,2024-09-02,1,Confirmed,,Reservation,118
2024-05-07,2024-07-21,2,Confirmed,,Reservation,75
2024-05-07,2024-05-09,13,Confirmed,,Reservation,2
2024-05-07,2024-06-02,3,Cancel in check-in stage,2024-06-02,Reservation,26
2024-05-07,2024-05-23,3,Confirmed,,Reservation,16
2024-05-07,2024-05-25,4,Confirmed,,Reservation,18
2024-05-07,2024-05-26,2,Confirmed,,Reservation,19
2024-05-07,2024-08-25,4,Confirmed,,Reservation,110
2024-05-07,2024-10-05,1,Confirmed,,Reservation,151
2024-05-07,2024-05-11,8,Confirmed,,Reservation,4
2024-05-07,2025-04-01,2,Confirmed,,Reservation,329
2024-05-08,2024-05-08,2,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,2,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,3,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,1,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,1,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,5,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,5,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,2,Confirmed,,Walk-in,0
2024-05-08,2024-05-08,3,Confirmed,,Walk-in,0
2024-05-08,2024-05-09,1,Confirmed,,Reservation,1
2024-05-08,2024-07-11,2,Confirmed,,Reservation,64
