Type,Reservation Day,Check-in Day,Occupancy_duration,Decision
True,27,26,1,1
True,349,348,1,1
True,27,26,1,1
True,27,26,1,1
True,29,28,1,1
True,27,26,1,1
True,27,26,1,1
True,27,20,7,1
True,27,26,1,1
True,27,26,1,1
True,27,22,5,1
True,27,22,5,1
True,28,27,1,1
True,28,25,3,1
True,28,26,2,1
True,28,27,1,1
True,316,313,3,1
True,342,341,1,1
True,28,27,1,1
True,28,27,1,1
True,28,27,1,1
True,28,24,4,1
True,29,28,1,1
True,29,28,1,1
True,29,28,1,1
True,29,28,1,1
True,133,131,2,1
True,27,25,2,1
True,29,26,3,1
True,78,75,3,1
True,112,110,2,1
True,161,158,3,1
True,174,172,2,1
True,259,256,3,1
True,295,293,2,1
True,302,301,1,1
True,328,327,1,1
True,342,341,1,1
True,26,24,2,1
True,39,38,1,1
True,68,65,3,1
True,103,102,1,1
True,118,117,1,1
True,160,158,2,1
True,29,27,2,1
True,64,63,1,1
True,34,33,1,1
True,124,123,1,1
True,136,135,1,1
True,29,27,2,1
True,29,27,2,1
True,29,28,1,1
True,29,28,1,1
True,29,25,4,1
True,206,205,1,1
True,29,27,2,1
True,29,28,1,1
True,29,29,0,1
True,29,29,0,1
True,29,26,3,1
True,29,19,10,1
True,33,29,4,1
True,38,33,5,1
True,30,29,1,1
True,331,330,1,1
True,77,76,1,1
True,30,29,1,1
True,30,29,1,1
True,30,28,2,1
True,31,29,2,1
True,30,29,1,1
True,30,29,1,1
True,31,28,3,1
True,31,28,3,1
True,31,28,3,1
True,31,28,3,1
True,31,30,1,1
True,31,30,1,1
True,31,30,1,1
True,31,30,1,1
True,31,30,1,1
True,31,30,1,1
True,31,30,1,1
True,31,29,2,1
True,157,155,2,1
True,332,330,2,1
True,36,34,2,1
True,31,30,1,1
True,168,166,2,1
True,31,30,1,1
True,31,29,2,1
True,31,29,2,1
True,31,29,2,1
True,31,29,2,1
True,33,32,1,1
True,34,32,2,1
True,32,29,3,1
True,32,31,1,1
True,33,32,1,1
True,32,31,1,1
True,34,33,1,1
True,33,28,5,1
True,33,28,5,1
True,33,32,1,1
True,33,32,1,1
True,33,31,2,1
True,33,31,2,1
True,33,32,1,1
True,34,33,1,1
True,34,33,1,1
True,18,17,1,1
True,157,156,1,1
True,34,33,1,1
True,64,63,1,1
True,351,350,1,1
True,34,32,2,1
True,34,32,2,1
True,351,349,2,1
True,103,101,2,1
True,34,33,1,1
True,34,33,1,1
True,69,68,1,1
True,34,30,4,1
True,34,30,4,1
True,34,32,2,1
True,34,33,1,1
True,34,30,4,1
True,34,33,1,1
True,49,48,1,1
True,63,62,1,1
True,77,76,1,1
True,91,90,1,1
True,105,104,1,1
True,35,34,1,1
True,36,35,1,1
True,35,34,1,1
True,36,35,1,1
True,50,49,1,1
True,35,34,1,1
True,35,34,1,1
True,99,97,2,1
True,35,31,4,1
True,30,27,3,1
True,36,34,2,1
True,35,34,1,1
True,43,40,3,1
True,50,46,4,1
True,54,53,1,1
True,35,28,7,1
True,35,34,1,1
True,35,34,1,1
True,38,35,3,1
True,35,26,9,1
True,35,26,9,1
True,36,35,1,1
True,38,36,2,1
True,36,35,1,1
True,36,33,3,1
True,70,67,3,1
True,36,35,1,1
True,309,308,1,1
True,36,35,1,1
True,36,32,4,1
True,97,97,2,1
True,36,32,4,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,32,4,1
True,36,33,3,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,35,1,1
True,36,33,3,1
True,36,32,4,1
True,27,23,4,1
True,90,86,4,1
True,36,35,1,1
True,38,36,2,1
True,37,31,6,1
True,37,36,1,1
True,37,36,1,1
True,37,36,1,1
True,70,69,1,1
True,37,36,1,1
True,37,36,1,1
True,37,35,2,1
True,37,36,1,1
True,37,36,1,1
True,37,36,1,1
True,38,35,3,1
True,38,36,2,1
True,38,35,3,1
True,38,36,2,1
True,38,37,1,1
True,38,37,1,1
True,38,37,1,1
True,38,37,1,1
True,38,37,1,1
True,38,36,2,1
True,38,37,1,1
True,38,36,2,1
True,38,37,1,1
True,38,36,2,1
True,38,36,2,1
True,38,32,6,1
True,38,36,2,1
True,38,37,1,1
True,38,37,1,1
True,38,36,2,1
True,38,37,1,1
True,38,35,3,1
True,60,56,4,1
True,38,36,2,1
True,38,36,2,1
True,38,36,2,1
True,38,36,2,1
True,38,37,1,1
True,38,36,2,1
True,39,37,2,1
True,39,35,4,1
True,39,38,1,1
True,39,34,5,1
True,39,35,4,1
True,39,36,3,1
True,39,35,4,1
True,39,36,3,1
True,39,37,2,1
True,39,35,4,1
True,39,37,2,1
True,39,38,1,1
True,39,37,2,1
True,39,36,3,1
True,39,38,1,1
True,39,37,2,1
True,39,38,1,1
True,39,35,4,1
True,39,35,4,1
True,40,39,1,1
True,40,37,3,1
True,40,35,5,1
True,40,39,1,1
True,40,39,1,1
True,40,39,1,1
True,40,28,12,1
True,40,36,4,1
True,40,35,5,1
True,40,36,4,1
True,40,37,3,1
True,40,38,2,1
True,59,57,2,1
True,9,6,3,1
True,40,39,1,1
True,43,40,3,1
True,40,39,1,1
True,43,40,3,1
True,40,37,3,1
True,40,39,1,1
True,40,37,3,1
True,40,39,1,1
True,40,37,3,1
True,40,37,3,1
True,40,37,3,1
True,40,38,2,1
True,40,36,4,1
True,46,40,6,1
True,40,37,3,1
True,40,36,4,1
True,43,40,3,1
True,40,38,2,1
True,40,37,3,1
True,43,40,3,1
True,41,37,4,1
True,41,36,5,1
True,41,31,10,1
True,41,36,5,1
True,41,38,3,1
True,41,39,2,1
True,41,40,1,1
True,44,41,3,1
True,41,34,7,1
True,42,41,1,1
True,41,37,4,1
True,41,35,6,1
True,41,34,7,1
True,41,40,1,1
True,41,40,1,1
True,41,41,0,1
True,41,36,5,1
True,41,38,3,1
True,41,39,2,1
True,42,40,2,1
True,42,40,2,1
True,42,40,2,1
True,42,41,1,1
True,42,41,1,1
True,42,41,1,1
True,99,97,2,1
True,42,41,1,1
True,103,102,1,1
True,168,167,1,1
True,42,41,1,1
True,103,102,1,1
True,168,167,1,1
True,42,7,35,1
True,42,41,1,1
True,98,97,1,1
True,126,125,1,1
True,315,314,1,1
True,358,356,2,1
True,48,45,3,1
True,42,41,1,1
True,42,41,1,1
True,42,41,1,1
True,42,35,7,1
True,43,38,5,1
True,43,38,5,1
True,43,42,1,1
True,43,41,2,1
True,43,42,1,1
True,90,88,2,1
True,43,37,6,1
True,43,37,6,1
True,43,42,1,1
True,43,42,1,1
True,110,109,1,1
True,43,42,1,1
True,43,42,1,1
True,43,42,1,1
True,45,43,2,1
True,44,36,8,1
True,44,42,2,1
True,44,43,1,1
True,44,44,0,1
True,44,42,2,1
True,44,43,1,1
True,44,43,1,1
True,270,269,1,1
True,338,337,1,1
True,44,43,1,1
True,270,269,1,1
True,44,38,6,1
True,44,42,2,1
True,44,43,1,1
True,44,43,1,1
True,46,44,2,1
True,45,44,1,1
True,45,43,2,1
True,45,17,28,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,45,44,1,1
True,45,43,2,1
True,45,44,1,1
True,50,49,1,1
True,84,83,1,1
True,171,169,2,1
True,206,203,3,1
True,151,150,1,1
True,45,43,2,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,45,43,2,1
True,45,43,2,1
True,45,43,2,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,39,6,1
True,45,44,1,1
True,45,44,1,1
True,45,40,5,1
True,45,42,3,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,248,246,2,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,45,44,1,1
True,45,44,1,1
True,45,43,2,1
True,46,42,4,1
True,46,43,3,1
True,46,45,1,1
True,46,43,3,1
True,46,44,2,1
True,46,43,3,1
True,46,44,2,1
True,46,44,2,1
True,46,32,14,1
True,46,44,2,1
True,46,45,1,1
True,46,44,2,1
True,46,44,2,1
True,46,44,2,1
True,46,45,1,1
True,46,45,1,1
True,46,44,2,1
True,46,44,2,1
True,46,45,1,1
True,47,46,1,1
True,47,46,1,1
True,47,46,1,1
True,47,44,3,1
True,47,46,1,1
True,47,43,4,1
True,47,40,7,1
True,47,45,2,1
True,47,46,1,1
True,52,51,1,1
True,47,45,2,1
True,47,46,1,1
True,47,46,1,1
True,47,40,7,1
True,48,35,13,1
True,48,40,8,1
True,48,46,2,1
True,48,47,1,1
True,62,61,1,1
True,335,334,1,1
True,349,348,1,1
True,48,47,1,1
True,48,47,1,1
True,48,43,5,1
True,48,47,1,1
True,48,47,1,1
True,48,47,1,1
True,48,46,2,1
True,48,47,1,1
True,48,46,2,1
True,48,47,1,1
True,48,47,1,1
True,48,47,1,1
True,48,47,1,1
True,48,47,1,1
True,48,47,1,1
True,78,77,1,1
True,48,47,1,1
True,49,46,3,1
True,49,48,1,1
True,49,48,1,1
True,49,48,1,1
True,49,46,3,1
True,77,74,3,1
True,95,95,3,0
True,119,117,2,1
True,49,48,1,1
True,118,117,1,1
True,49,48,1,1
True,49,44,5,1
True,49,48,1,1
True,105,104,1,1
True,49,48,1,1
True,49,46,3,1
True,49,48,1,1
True,49,41,8,1
True,49,41,8,1
True,49,46,3,1
True,49,48,1,1
True,49,46,3,1
True,49,48,1,1
True,76,74,2,1
True,49,45,4,1
True,50,48,2,1
True,50,48,2,1
True,76,75,1,1
True,19,18,1,1
True,50,48,2,1
True,92,90,2,1
True,103,102,1,1
True,350,349,1,1
True,88,87,1,1
True,50,49,1,1
True,50,49,1,1
True,50,49,1,1
True,50,49,1,1
True,61,60,1,1
True,50,49,1,1
True,50,47,3,1
True,50,47,3,1
True,50,48,2,1
True,50,48,2,1
True,50,48,2,1
True,153,152,1,1
True,50,46,4,1
True,41,37,4,1
True,50,48,2,1
True,64,63,1,1
True,50,45,5,1
True,50,47,3,1
True,51,48,3,1
True,51,44,7,1
True,51,44,7,1
True,51,47,4,1
True,51,37,14,1
True,51,49,2,1
True,51,50,1,1
True,51,50,1,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,50,1,1
True,51,48,3,1
True,51,47,4,1
True,51,47,4,1
True,51,47,4,1
True,51,47,4,1
True,51,50,1,1
True,52,51,1,1
True,52,51,1,1
True,52,50,2,1
True,203,202,1,1
True,52,51,1,1
True,52,47,5,1
True,52,49,3,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,48,4,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,50,2,1
True,52,50,2,1
True,52,51,1,1
True,52,51,1,1
True,52,50,2,1
True,52,51,1,1
True,52,50,2,1
True,52,47,5,1
True,53,48,5,1
True,53,52,1,1
True,142,140,2,1
True,54,47,7,1
True,54,47,7,1
True,54,52,2,1
True,54,53,1,1
True,29,28,1,1
True,54,51,3,1
True,77,75,2,1
True,54,51,3,1
True,54,52,2,1
True,54,53,1,1
True,55,55,0,1
True,55,48,7,1
True,55,54,1,1
True,294,293,1,1
True,55,54,1,1
True,55,54,1,1
True,84,83,1,1
True,55,53,2,1
True,55,45,10,1
True,55,54,1,1
True,55,54,1,1
True,55,53,2,1
True,55,53,2,1
True,55,54,1,1
True,55,54,1,1
True,55,54,1,1
True,346,345,1,1
True,55,53,2,1
True,55,54,1,1
True,58,57,1,1
True,55,53,2,1
True,55,53,2,1
True,55,53,2,1
True,55,54,1,1
True,55,54,1,1
True,55,52,3,1
True,56,53,3,1
True,56,49,7,1
True,56,55,1,1
True,84,83,1,1
True,56,53,3,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,51,5,1
True,56,53,3,1
True,56,53,3,1
True,56,53,3,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,55,1,1
True,56,53,3,1
True,56,53,3,1
True,56,53,3,1
True,56,56,0,1
True,56,56,0,1
True,57,56,1,1
True,57,56,1,1
True,76,75,1,1
True,40,39,1,1
True,53,52,1,1
True,57,56,1,1
True,57,56,1,1
True,120,119,1,1
True,349,348,1,1
True,47,46,1,1
True,57,56,1,1
True,57,53,4,1
True,72,71,1,1
True,57,54,3,1
True,57,52,5,1
True,57,54,3,1
True,64,60,4,1
True,57,56,1,1
True,57,53,4,1
True,57,53,4,1
True,57,56,1,1
True,57,55,2,1
True,57,56,1,1
True,97,96,1,1
True,57,56,1,1
True,97,96,1,1
True,57,56,1,1
True,57,56,1,1
True,73,72,1,1
True,57,56,1,1
True,57,49,8,1
True,57,54,3,1
True,97,96,1,1
True,104,102,2,1
True,120,117,3,1
True,57,54,3,1
True,58,57,1,1
True,97,96,1,1
True,104,102,2,1
True,120,117,3,1
True,58,51,7,1
True,66,57,9,1
True,58,55,3,1
True,58,56,2,1
True,118,117,1,1
True,58,58,0,1
True,58,57,1,1
True,58,51,7,1
True,58,57,1,1
True,58,57,1,1
True,58,57,1,1
True,58,57,1,1
True,58,57,1,1
True,58,57,1,1
True,59,55,4,1
True,59,49,10,1
True,60,56,4,1
True,59,38,21,1
True,59,56,3,1
True,59,58,1,1
True,59,58,1,1
True,59,57,2,1
True,59,57,2,1
True,59,57,2,1
True,59,54,5,1
True,59,57,2,1
True,59,56,3,1
True,59,56,3,1
True,59,58,1,1
True,59,58,1,1
True,59,52,7,1
True,60,58,2,1
True,60,58,2,1
True,60,58,2,1
True,60,58,2,1
True,60,39,21,1
True,60,59,1,1
True,60,59,1,1
True,60,57,3,1
True,60,57,3,1
True,60,58,2,1
True,60,58,2,1
True,60,58,2,1
True,60,58,2,1
True,60,57,3,1
True,60,53,7,1
True,60,58,2,1
True,60,58,2,1
True,60,57,3,1
True,60,58,2,1
True,60,58,2,1
True,60,57,3,1
True,60,58,2,1
True,60,59,1,1
True,60,59,1,1
True,60,57,3,1
True,60,57,3,1
True,60,57,3,1
True,60,58,2,1
True,60,58,2,1
True,60,57,3,1
True,60,57,3,1
True,60,57,3,1
True,60,58,2,1
True,60,57,3,1
True,60,58,2,1
True,60,57,3,1
True,60,59,1,1
True,60,57,3,1
True,60,57,3,1
True,60,57,3,1
True,60,58,2,1
True,60,58,2,1
True,60,57,3,1
True,60,58,2,1
True,60,57,3,1
True,60,57,3,1
True,60,58,2,1
True,60,57,3,1
True,60,57,3,1
True,61,54,7,1
True,61,60,1,1
True,61,60,1,1
True,61,59,2,1
True,7,4,3,1
True,61,57,4,1
True,61,60,1,1
True,61,58,3,1
True,62,62,0,1
True,47,46,1,1
True,118,117,1,1
True,62,59,3,1
True,62,60,2,1
True,334,333,1,1
True,19,18,1,1
True,24,23,1,1
True,38,37,1,1
True,88,87,1,1
True,153,151,2,1
True,62,61,1,1
True,62,61,1,1
True,62,61,1,1
True,62,61,1,1
True,62,61,1,1
True,75,74,1,1
True,62,61,1,1
True,62,61,1,1
True,62,59,3,1
True,62,61,1,1
True,62,56,6,1
True,62,56,6,1
True,62,48,14,1
True,62,55,7,1
True,62,55,7,1
True,63,35,28,1
True,63,61,2,1
True,63,56,7,1
True,63,62,1,1
True,63,61,2,1
True,63,62,1,1
True,63,62,1,1
True,63,62,1,1
True,63,62,1,1
True,63,59,4,1
True,63,60,3,1
True,63,56,7,1
True,63,62,1,1
True,63,60,3,1
True,63,62,1,1
True,63,60,3,1
True,63,60,3,1
True,63,62,1,1
True,63,60,3,1
True,63,49,14,1
True,64,60,4,1
True,64,62,2,1
True,257,255,2,1
True,64,63,1,1
True,64,62,2,1
True,27,24,3,1
True,64,60,4,1
True,64,62,2,1
True,173,172,1,1
True,64,57,7,1
True,64,57,7,1
True,64,60,4,1
True,64,62,2,1
True,335,331,4,1
True,64,62,2,1
True,64,62,2,1
True,64,60,4,1
True,64,60,4,1
True,64,64,0,1
True,64,64,0,1
True,64,64,0,1
True,64,63,1,1
True,68,64,4,1
True,68,64,4,1
True,64,61,3,1
True,64,63,1,1
True,65,64,1,1
True,65,58,7,1
True,65,64,1,1
True,65,58,7,1
True,65,64,1,1
True,65,54,11,1
True,65,51,14,1
True,65,61,4,1
True,65,64,1,1
True,65,64,1,1
True,65,59,6,1
True,65,64,1,1
True,65,64,1,1
True,65,64,1,1
True,66,62,4,1
True,66,64,2,1
True,66,64,2,1
True,66,64,2,1
True,66,65,1,1
True,66,63,3,1
True,66,64,2,1
True,66,65,1,1
True,66,64,2,1
True,66,64,2,1
True,66,65,1,1
True,66,65,1,1
True,66,64,2,1
True,66,64,2,1
True,66,57,9,1
True,66,65,1,1
True,66,57,9,1
True,66,64,2,1
True,66,65,1,1
True,66,65,1,1
True,66,64,2,1
True,66,65,1,1
True,66,65,1,1
True,66,65,1,1
True,66,65,1,1
True,66,64,2,1
True,179,174,5,1
True,66,64,2,1
True,66,64,2,1
True,66,64,2,1
True,66,64,2,1
True,66,64,2,1
True,66,59,7,1
True,66,64,2,1
True,67,64,3,1
True,67,64,3,1
True,67,64,3,1
True,67,64,3,1
True,67,65,2,1
True,67,65,2,1
True,67,63,4,1
True,67,64,3,1
True,68,67,1,1
True,68,67,1,1
True,18,17,1,1
True,68,66,2,1
True,68,67,1,1
True,68,67,1,1
True,68,67,1,1
True,272,271,1,1
True,31,30,1,1
True,75,74,1,1
True,138,137,1,1
True,68,64,4,1
True,68,63,5,1
True,69,68,1,1
True,69,61,8,1
True,69,63,6,1
True,69,66,3,1
True,69,62,7,1
True,69,68,1,1
True,69,68,1,1
True,69,66,3,1
True,69,68,1,1
True,70,69,1,1
True,90,89,1,1
True,69,68,1,1
True,69,66,3,1
True,69,67,2,1
True,69,68,1,1
True,69,68,1,1
True,69,64,5,1
True,69,61,8,1
True,69,63,6,1
True,69,68,1,1
True,69,67,2,1
True,69,66,3,1
True,69,67,2,1
True,69,67,2,1
True,69,67,2,1
True,70,68,2,1
True,126,124,2,1
True,70,68,2,1
True,70,68,2,1
True,70,69,1,1
True,357,355,2,1
True,70,69,1,1
True,106,105,1,1
True,328,327,1,1
True,357,355,2,1
True,41,40,1,1
True,70,69,1,1
True,70,68,2,1
True,70,64,6,1
True,70,69,1,1
True,106,104,2,1
True,70,69,1,1
True,346,344,2,1
True,70,69,1,1
True,70,66,4,1
True,70,66,4,1
True,70,66,4,1
True,77,71,6,1
True,71,64,7,1
True,71,70,1,1
True,71,69,2,1
True,71,70,1,1
True,105,103,2,1
True,71,70,1,1
True,105,103,2,1
True,71,69,2,1
True,112,111,1,1
True,71,67,4,1
True,71,69,2,1
True,71,70,1,1
True,71,69,2,1
True,71,71,0,1
True,71,69,2,1
True,71,69,2,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,72,0,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,67,5,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,67,5,1
True,72,69,3,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,67,5,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,71,1,1
True,72,67,5,1
True,72,65,7,1
True,72,69,3,1
True,72,69,3,1
True,72,71,1,1
True,72,71,1,1
True,72,70,2,1
True,72,71,1,1
True,72,71,1,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,67,6,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,71,2,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,71,2,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,71,2,1
True,73,71,2,1
True,73,71,2,1
True,73,72,1,1
True,73,72,1,1
True,73,66,7,1
True,73,72,1,1
True,73,72,1,1
True,73,71,2,1
True,73,72,1,1
True,73,71,2,1
True,73,71,2,1
True,73,72,1,1
True,73,71,2,1
True,73,72,1,1
True,73,72,1,1
True,73,72,1,1
True,73,68,5,1
True,74,66,8,1
True,74,64,10,1
True,74,64,10,1
True,74,67,7,1
True,74,73,1,1
True,74,70,4,1
True,113,111,2,1
True,174,173,1,1
True,287,286,1,1
True,26,25,1,1
True,74,73,1,1
True,74,74,0,1
True,75,68,7,1
True,75,68,7,1
True,75,72,3,1
True,75,74,1,1
True,75,74,1,1
True,75,74,1,1
True,75,73,2,1
True,75,74,1,1
True,75,74,1,1
True,75,74,1,1
True,75,74,1,1
True,75,74,1,1
True,75,69,6,1
True,75,69,6,1
True,75,74,1,1
True,75,74,1,1
True,75,74,1,1
True,76,75,1,1
True,78,76,2,1
True,76,70,6,1
True,76,75,1,1
True,76,75,1,1
True,76,74,2,1
True,76,74,2,1
True,76,75,1,1
True,76,75,1,1
True,76,75,1,1
True,76,74,2,1
True,76,75,1,1
True,76,74,2,1
True,76,74,2,1
True,111,111,1,0
True,76,75,1,1
True,77,70,7,1
True,77,73,4,1
True,77,76,1,1
True,77,75,2,1
True,78,78,1,0
True,90,89,1,1
True,105,104,1,1
True,111,110,1,1
True,272,271,1,1
True,286,284,2,1
True,6,5,1,1
True,31,30,1,1
True,117,116,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,358,357,1,1
True,95,94,1,1
True,136,135,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,77,75,2,1
True,77,77,0,1
True,77,63,14,1
True,77,76,1,1
True,77,76,1,1
True,77,76,1,1
True,27,26,1,1
True,77,75,2,1
True,77,74,3,1
True,77,72,5,1
True,77,76,1,1
True,77,72,5,1
True,77,70,7,1
True,77,75,2,1
True,81,78,3,1
True,81,78,3,1
True,78,77,1,1
True,106,105,1,1
True,78,70,8,1
True,78,75,3,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,317,316,1,1
True,352,351,1,1
True,14,12,2,1
True,78,77,1,1
True,78,77,1,1
True,293,292,1,1
True,295,294,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,78,0,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,74,4,1
True,78,74,4,1
True,78,77,1,1
True,98,97,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,75,3,1
True,78,74,4,1
True,78,74,4,1
True,78,77,1,1
True,78,76,2,1
True,78,64,14,1
True,79,75,4,1
True,79,76,3,1
True,79,76,3,1
True,79,78,1,1
True,79,74,5,1
True,79,78,1,1
True,79,72,7,1
True,79,72,7,1
True,79,78,1,1
True,79,77,2,1
True,79,72,7,1
True,79,76,3,1
True,80,73,7,1
True,80,72,8,1
True,80,73,7,1
True,80,78,2,1
True,80,78,2,1
True,80,79,1,1
True,80,75,5,1
True,80,75,5,1
True,80,75,5,1
True,80,77,3,1
True,80,78,2,1
True,80,78,2,1
True,80,79,1,1
True,80,73,7,1
True,80,78,2,1
True,80,79,1,1
True,80,77,3,1
True,80,78,2,1
True,80,79,1,1
True,80,77,3,1
True,80,73,7,1
True,80,73,7,1
True,80,79,1,1
True,80,78,2,1
True,80,79,1,1
True,329,328,1,1
True,80,79,1,1
True,80,78,2,1
True,80,78,2,1
True,80,79,1,1
True,80,77,3,1
True,80,78,2,1
True,80,74,6,1
True,80,79,1,1
True,80,79,1,1
True,80,78,2,1
True,81,77,4,1
True,81,77,4,1
True,81,77,4,1
True,81,75,6,1
True,81,74,7,1
True,81,80,1,1
True,81,80,1,1
True,8,4,4,1
True,81,78,3,1
True,81,77,4,1
True,81,81,0,1
True,81,79,2,1
True,82,75,7,1
True,82,79,3,1
True,82,77,5,1
True,82,72,10,1
True,82,79,3,1
True,82,81,1,1
True,82,75,7,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,82,81,1,1
True,327,327,0,1
True,53,52,1,1
True,158,157,1,1
True,82,79,3,1
True,82,81,1,1
True,82,81,1,1
True,293,292,1,1
True,82,72,10,1
True,83,77,6,1
True,83,76,7,1
True,83,76,7,1
True,83,75,8,1
True,83,78,5,1
True,83,82,1,1
True,83,82,1,1
True,83,82,1,1
True,83,82,1,1
True,155,154,1,1
True,330,329,1,1
True,350,349,1,1
True,364,363,1,1
True,48,47,1,1
True,83,82,1,1
True,83,81,2,1
True,83,79,4,1
True,83,73,10,1
True,83,78,5,1
True,83,76,7,1
True,83,80,3,1
True,83,80,3,1
True,83,79,4,1
True,83,82,1,1
True,83,82,1,1
True,83,79,4,1
True,83,79,4,1
True,83,82,1,1
True,83,79,4,1
True,83,81,2,1
True,83,81,2,1
True,83,82,1,1
True,83,81,2,1
True,83,79,4,1
True,84,84,0,1
True,84,80,4,1
True,84,79,5,1
True,84,80,4,1
True,85,80,5,1
True,84,78,6,1
True,84,83,1,1
True,84,77,7,1
True,84,80,4,1
True,84,72,12,1
True,84,80,4,1
True,84,80,4,1
True,84,81,3,1
True,84,80,4,1
True,84,81,3,1
True,84,80,4,1
True,84,81,3,1
True,84,81,3,1
True,84,82,2,1
True,84,81,3,1
True,84,77,7,1
True,84,82,2,1
True,84,82,2,1
True,84,82,2,1
True,84,83,1,1
True,84,82,2,1
True,84,83,1,1
True,84,79,5,1
True,84,79,5,1
True,84,82,2,1
True,84,82,2,1
True,84,82,2,1
True,84,82,2,1
True,84,83,1,1
True,84,83,1,1
True,84,81,3,1
True,84,56,28,1
True,84,79,5,1
True,84,81,3,1
True,84,81,3,1
True,84,79,5,1
True,84,81,3,1
True,85,84,1,1
True,84,83,1,1
True,85,81,4,1
True,85,83,2,1
True,69,66,3,1
True,85,83,2,1
True,85,83,2,1
True,85,82,3,1
True,85,82,3,1
True,86,83,3,1
True,86,80,6,1
True,87,80,7,1
True,87,84,3,1
True,87,84,3,1
True,87,78,9,1
True,87,84,3,1
True,87,85,2,1
True,175,169,6,1
True,87,77,10,1
True,87,84,3,1
True,87,84,3,1
True,87,82,5,1
True,88,87,1,1
True,92,88,4,1
True,88,85,3,1
True,88,87,1,1
True,88,87,1,1
True,90,90,0,1
True,88,87,1,1
True,43,42,1,1
True,88,84,4,1
True,88,86,2,1
True,88,87,1,1
True,88,85,3,1
True,88,85,3,1
True,88,87,1,1
True,88,87,1,1
True,88,85,3,1
True,88,87,1,1
True,88,87,1,1
True,89,88,1,1
