Type,Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
True,2015-11-02,2015-11-03,2,1,,Reservation,1
True,2016-02-16,2016-02-16,1,1,,Walk-in,0
True,2016-04-26,2016-04-26,2,1,,Walk-in,0
True,2016-07-18,2016-07-19,2,1,,Reservation,1
True,2016-11-07,2016-11-08,2,1,,Reservation,1
True,2017-02-20,2017-02-20,2,1,,Walk-in,0
True,2017-04-26,2017-04-26,2,1,,Walk-in,0
True,2017-07-20,2017-07-26,1,1,,Reservation,6
True,2015-07-21,2015-09-25,12,1,,Reservation,66
True,2016-05-30,2016-09-19,15,1,,Reservation,112
True,2016-02-04,2016-02-06,3,1,,Reservation,2
True,2016-11-04,2016-11-15,1,1,,Reservation,11
True,2016-02-18,2016-02-18,1,1,,Walk-in,0
True,2016-12-15,2016-12-15,1,1,,Walk-in,0
True,2016-03-09,2016-07-09,9,1,,Reservation,122
True,2017-06-19,2017-07-01,2,1,,Reservation,12
True,2015-07-07,2015-07-14,1,1,,Reservation,7
True,2015-11-17,2015-11-25,1,1,,Reservation,8
True,2016-11-07,2016-11-09,1,1,,Reservation,2
True,2017-03-27,2017-03-28,2,1,,Reservation,1
True,2015-10-14,2015-10-14,1,1,,Walk-in,0
True,2015-10-19,2015-10-20,1,0,2015-10-20,Reservation,1
True,2015-10-24,2015-10-24,1,1,,Walk-in,0
True,2015-10-26,2015-10-30,2,1,,Reservation,4
True,2015-12-15,2015-12-15,1,1,,Walk-in,0
True,2016-01-18,2016-01-19,1,1,,Reservation,1
True,2016-06-20,2016-06-20,2,1,,Walk-in,0
True,2016-11-08,2016-11-09,1,1,,Reservation,1
True,2017-01-18,2017-01-24,1,1,,Reservation,6
True,2017-02-13,2017-02-13,3,1,,Walk-in,0
True,2017-02-21,2017-02-21,1,1,,Walk-in,0
True,2017-02-27,2017-03-02,1,1,,Reservation,3
True,2017-04-21,2017-04-26,1,1,,Reservation,5
True,2017-05-30,2017-05-31,1,1,,Reservation,1
True,2017-06-12,2017-06-12,1,1,,Walk-in,0
True,2016-02-02,2016-02-02,2,1,,Walk-in,0
True,2017-01-18,2017-01-24,2,1,,Reservation,6
True,2016-01-14,2016-01-14,1,1,,Walk-in,0
True,2017-04-21,2017-04-21,1,1,,Walk-in,0
True,2016-02-15,2016-02-17,1,1,,Reservation,2
True,2016-04-27,2016-04-27,1,1,,Walk-in,0
True,2016-12-14,2016-12-14,0,1,,Walk-in,0
True,2017-03-29,2017-04-05,1,1,,Reservation,7
True,2017-06-19,2017-06-20,2,1,,Reservation,1
True,2015-11-17,2015-11-18,1,1,,Reservation,1
True,2015-12-17,2015-12-17,1,1,,Walk-in,0
True,2016-02-01,2016-02-03,2,1,,Reservation,2
True,2016-03-22,2016-03-22,1,1,,Walk-in,0
True,2016-06-07,2016-06-16,1,1,,Reservation,9
True,2017-01-23,2017-01-25,2,1,,Reservation,2
True,2017-02-06,2017-02-08,1,1,,Reservation,2
True,2017-05-04,2017-05-08,1,1,,Reservation,4
True,2016-04-19,2016-04-28,1,1,,Reservation,9
True,2017-02-09,2017-02-20,3,1,,Reservation,11
True,2016-11-08,2016-11-15,1,1,,Reservation,7
True,2016-06-23,2016-07-04,4,0,2016-06-23,Reservation,11
True,2016-10-13,2016-10-24,4,1,,Reservation,11
True,2016-10-13,2016-11-02,2,1,,Reservation,20
True,2015-08-18,2015-08-23,2,1,,Reservation,5
True,2016-01-23,2016-01-23,1,1,,Walk-in,0
True,2016-08-26,2016-08-27,5,1,,Reservation,1
True,2016-01-13,2016-01-14,1,1,,Reservation,1
True,2016-03-04,2016-06-25,10,1,,Reservation,113
True,2015-06-27,2015-07-01,1,1,,Reservation,4
True,2015-07-07,2015-07-14,1,1,,Reservation,7
True,2015-11-02,2015-11-04,2,1,,Reservation,2
True,2015-11-17,2015-11-25,1,1,,Reservation,8
True,2016-01-05,2016-01-06,2,1,,Reservation,1
True,2016-02-03,2016-02-03,2,1,,Walk-in,0
True,2016-02-15,2016-02-17,1,1,,Reservation,2
True,2016-03-09,2016-03-10,1,1,,Reservation,1
True,2016-04-04,2016-04-05,2,1,,Reservation,1
True,2016-04-19,2016-04-20,1,1,,Reservation,1
True,2016-05-10,2016-05-11,1,1,,Reservation,1
True,2016-06-14,2016-06-15,1,1,,Reservation,1
True,2016-06-29,2016-07-06,1,1,,Reservation,7
True,2016-07-06,2016-07-07,1,1,,Reservation,1
True,2016-07-08,2016-07-19,2,1,,Reservation,11
True,2016-09-19,2016-09-28,1,1,,Reservation,9
True,2016-11-07,2016-11-09,1,1,,Reservation,2
True,2016-12-12,2016-12-14,2,1,,Reservation,2
True,2017-01-24,2017-01-24,2,1,,Walk-in,0
True,2017-02-02,2017-02-07,1,1,,Reservation,5
True,2017-02-08,2017-02-08,1,1,,Walk-in,0
True,2017-03-06,2017-03-08,1,0,2017-03-08,Reservation,2
True,2017-03-14,2017-03-15,1,1,,Reservation,1
True,2017-03-29,2017-03-30,1,1,,Reservation,1
True,2017-04-10,2017-04-12,1,1,,Reservation,2
True,2017-05-30,2017-06-01,1,1,,Reservation,2
True,2015-09-17,2015-09-23,1,1,,Reservation,6
True,2015-11-21,2015-11-26,1,1,,Reservation,5
True,2016-09-26,2016-09-29,1,1,,Reservation,3
True,2017-01-19,2017-01-26,1,1,,Reservation,7
True,2017-06-07,2017-06-07,1,1,,Walk-in,0
True,2016-02-02,2016-02-02,2,1,,Walk-in,0
True,2016-04-26,2016-04-26,2,1,,Walk-in,0
True,2016-05-25,2016-05-30,2,1,,Reservation,5
True,2016-10-18,2016-10-18,2,1,,Walk-in,0
True,2017-02-13,2017-02-13,3,1,,Walk-in,0
True,2016-02-02,2016-02-02,2,1,,Walk-in,0
True,2017-02-13,2017-02-13,3,1,,Walk-in,0
True,2016-01-27,2016-01-27,1,1,,Walk-in,0
True,2017-01-09,2017-01-09,3,1,,Walk-in,0
True,2017-03-01,2017-03-01,1,1,,Walk-in,0
True,2015-11-20,2015-11-25,1,1,,Reservation,5
True,2016-01-11,2016-01-18,4,1,,Reservation,7
True,2016-05-29,2016-05-29,3,1,,Walk-in,0
True,2016-10-24,2016-10-24,2,1,,Walk-in,0
True,2017-01-04,2017-01-04,3,1,,Walk-in,0
True,2017-01-30,2017-01-31,1,1,,Reservation,1
True,2016-12-14,2016-12-14,1,1,,Walk-in,0
True,2017-01-09,2017-01-09,1,1,,Walk-in,0
True,2017-07-11,2017-07-11,1,1,,Walk-in,0
True,2016-11-04,2017-04-04,5,1,,Reservation,151
True,2016-02-25,2016-03-16,2,1,,Reservation,20
True,2016-10-17,2016-10-18,1,1,,Reservation,1
True,2017-02-08,2017-02-08,1,1,,Walk-in,0
True,2016-05-23,2016-06-12,2,1,,Reservation,20
True,2016-01-07,2016-01-13,1,1,,Reservation,6
True,2016-03-27,2016-03-29,0,1,,Reservation,2
True,2015-10-09,2016-07-02,7,1,,Reservation,267
True,2016-06-29,2016-07-10,15,1,,Reservation,11
True,2016-12-16,2016-12-16,1,1,,Walk-in,0
True,2015-12-31,2016-01-01,2,1,,Reservation,1
True,2015-11-12,2015-11-27,3,1,,Reservation,15
True,2016-11-21,2016-11-27,3,1,,Reservation,6
True,2017-02-03,2017-02-04,2,1,,Reservation,1
True,2016-03-09,2016-03-15,2,1,,Reservation,6
True,2017-02-09,2017-02-22,2,1,,Reservation,13
True,2016-10-15,2016-10-21,1,1,,Reservation,6
True,2015-10-12,2015-10-13,1,1,,Reservation,1
True,2016-03-28,2016-03-30,2,1,,Reservation,2
True,2016-10-21,2016-10-25,1,1,,Reservation,4
True,2015-12-04,2015-12-09,2,1,,Reservation,5
True,2015-12-03,2015-12-03,1,1,,Walk-in,0
True,2017-03-21,2017-04-09,6,1,,Reservation,19
True,2015-07-03,2015-09-06,7,1,,Reservation,65
True,2016-03-27,2016-09-10,7,1,,Reservation,167
True,2016-01-13,2016-01-14,1,1,,Reservation,1
True,2016-02-10,2016-02-10,1,1,,Walk-in,0
True,2016-01-22,2016-09-15,14,1,,Reservation,237
True,2015-11-03,2015-11-10,1,1,,Reservation,7
True,2016-09-22,2016-09-29,1,1,,Reservation,7
True,2016-10-13,2016-11-11,2,1,,Reservation,29
True,2017-05-22,2017-05-24,1,1,,Reservation,2
True,2016-03-18,2016-03-22,2,1,,Reservation,4
True,2016-10-15,2016-10-17,3,1,,Reservation,2
True,2017-01-26,2017-02-01,2,1,,Reservation,6
True,2017-02-24,2017-03-01,2,1,,Reservation,5
True,2017-03-16,2017-03-21,2,1,,Reservation,5
True,2017-04-11,2017-04-17,3,1,,Reservation,6
True,2017-04-11,2017-04-11,1,1,,Walk-in,0
True,2016-04-26,2016-04-27,1,1,,Reservation,1
True,2016-02-15,2016-02-24,3,1,,Reservation,9
True,2016-02-24,2016-02-29,2,1,,Reservation,5
True,2017-01-11,2017-02-05,3,1,,Reservation,25
True,2016-02-06,2016-02-06,2,1,,Walk-in,0
True,2017-05-30,2017-06-01,1,1,,Reservation,2
True,2015-10-15,2016-09-14,5,1,,Reservation,335
True,2016-03-15,2016-03-15,1,1,,Walk-in,0
True,2016-11-23,2016-11-28,2,1,,Reservation,5
True,2017-02-22,2017-02-22,3,1,,Walk-in,0
True,2015-11-06,2015-11-06,1,1,,Walk-in,0
True,2015-11-06,2015-11-10,1,1,,Reservation,4
True,2015-11-12,2015-11-12,1,1,,Walk-in,0
True,2016-02-19,2016-02-24,1,1,,Reservation,5
True,2016-04-08,2016-04-19,2,1,,Reservation,11
True,2016-05-24,2016-06-12,2,1,,Reservation,19
True,2015-11-30,2015-12-09,1,1,,Reservation,9
True,2016-04-08,2016-04-18,2,1,,Reservation,10
True,2016-12-02,2016-12-06,1,1,,Reservation,4
True,2017-02-14,2017-02-14,1,1,,Walk-in,0
True,2016-03-28,2016-03-30,1,1,,Reservation,2
True,2016-05-25,2016-06-02,1,1,,Reservation,8
True,2016-12-09,2016-12-14,1,1,,Reservation,5
True,2017-06-14,2017-06-22,1,1,,Reservation,8
True,2015-11-30,2015-12-02,1,1,,Reservation,2
True,2016-05-13,2016-05-16,2,1,,Reservation,3
True,2016-11-16,2016-11-22,2,1,,Reservation,6
True,2017-04-04,2017-04-11,1,1,,Reservation,7
True,2017-04-19,2017-05-02,2,1,,Reservation,13
True,2015-11-04,2015-11-10,1,1,,Reservation,6
True,2016-01-11,2016-01-19,1,1,,Reservation,8
True,2016-02-10,2016-02-16,1,1,,Reservation,6
True,2016-03-15,2016-03-15,1,1,,Walk-in,0
True,2016-04-06,2016-04-06,1,1,,Walk-in,0
True,2016-11-15,2016-11-15,1,1,,Walk-in,0
True,2016-12-06,2016-12-13,1,1,,Reservation,7
True,2017-02-21,2017-02-21,1,1,,Walk-in,0
True,2017-03-06,2017-03-07,1,1,,Reservation,1
True,2017-04-18,2017-04-18,1,1,,Walk-in,0
True,2017-01-05,2017-01-09,1,1,,Reservation,4
True,2015-11-26,2015-11-26,1,1,,Walk-in,0
True,2016-01-11,2016-01-11,1,1,,Walk-in,0
True,2015-10-07,2015-10-09,1,1,,Reservation,2
True,2016-12-09,2016-12-30,3,0,2016-12-16,Reservation,21
True,2016-11-30,2016-12-02,1,1,,Reservation,2
True,2015-02-25,2015-08-11,13,1,,Reservation,167
True,2016-02-29,2016-08-11,13,1,,Reservation,164
True,2016-01-11,2016-04-03,6,1,,Reservation,83
True,2016-01-20,2016-01-20,1,1,,Walk-in,0
True,2016-01-04,2016-01-06,1,1,,Reservation,2
True,2016-01-18,2016-01-20,1,1,,Reservation,2
True,2016-05-08,2016-05-10,1,1,,Reservation,2
True,2016-01-04,2016-01-14,1,1,,Reservation,10
True,2016-02-29,2016-03-02,2,1,,Reservation,2
True,2017-01-30,2017-02-07,1,1,,Reservation,8
True,2017-01-30,2017-02-21,2,1,,Reservation,22
True,2017-02-28,2017-03-16,1,1,,Reservation,16
True,2015-07-29,2015-07-29,1,1,,Walk-in,0
True,2015-10-21,2015-10-27,1,1,,Reservation,6
True,2016-01-25,2016-01-25,1,1,,Walk-in,0
True,2016-03-24,2016-03-29,1,1,,Reservation,5
True,2015-10-19,2015-12-16,2,1,,Reservation,58
True,2015-12-30,2016-01-05,2,1,,Reservation,6
True,2016-01-21,2016-01-27,1,1,,Reservation,6
True,2016-03-10,2016-03-15,1,1,,Reservation,5
True,2016-11-28,2016-11-29,1,1,,Reservation,1
True,2016-03-14,2016-03-15,1,1,,Reservation,1
True,2015-10-01,2015-10-27,1,1,,Reservation,26
True,2015-11-02,2015-11-18,2,1,,Reservation,16
True,2015-11-27,2015-12-21,2,1,,Reservation,24
True,2016-02-01,2016-02-02,2,1,,Reservation,1
True,2016-12-05,2016-12-05,1,1,,Walk-in,0
True,2015-11-18,2015-11-19,1,1,,Reservation,1
True,2017-02-15,2017-02-15,1,1,,Walk-in,0
True,2017-03-01,2017-03-01,1,1,,Walk-in,0
True,2015-09-05,2015-11-20,2,1,,Reservation,76
True,2016-09-27,2017-02-24,2,1,,Reservation,150
True,2016-04-05,2016-04-06,2,1,,Reservation,1
True,2015-07-08,2015-09-27,14,0,2015-09-15,Reservation,81
True,2016-02-23,2016-02-27,8,1,,Reservation,4
True,2016-02-23,2016-07-16,15,0,2016-05-05,Reservation,144
True,2017-01-30,2017-01-31,1,1,,Reservation,1
True,2016-05-05,2016-05-05,1,1,,Walk-in,0
True,2017-01-17,2017-01-19,1,1,,Reservation,2
True,2016-02-24,2016-02-24,1,1,,Walk-in,0
True,2015-11-03,2015-11-03,1,1,,Walk-in,0
True,2015-12-09,2015-12-10,1,1,,Reservation,1
True,2016-01-12,2016-01-15,1,1,,Reservation,3
True,2016-01-20,2016-01-28,1,1,,Reservation,8
True,2016-02-18,2016-02-22,3,1,,Reservation,4
True,2016-02-26,2016-02-26,0,1,,Walk-in,0
True,2016-03-04,2016-03-22,1,1,,Reservation,18
True,2016-04-13,2016-04-15,1,1,,Reservation,2
True,2016-05-25,2016-05-31,1,1,,Reservation,6
True,2016-01-18,2016-01-20,2,1,,Reservation,2
True,2016-02-17,2016-02-18,1,1,,Reservation,1
True,2016-05-03,2016-05-04,1,1,,Reservation,1
True,2016-05-31,2016-06-02,1,1,,Reservation,2
True,2017-01-23,2017-01-26,1,1,,Reservation,3
True,2016-02-25,2016-03-31,1,1,,Reservation,35
True,2015-01-02,2015-08-14,5,1,,Reservation,224
True,2015-03-06,2015-08-04,10,1,,Reservation,151
True,2016-04-28,2016-07-25,7,1,,Reservation,88
True,2015-08-20,2015-09-03,2,1,,Reservation,14
True,2015-10-06,2015-10-18,4,1,,Reservation,12
True,2015-11-20,2015-12-01,1,1,,Reservation,11
True,2016-02-12,2016-03-20,3,1,,Reservation,37
True,2016-05-06,2016-05-22,3,1,,Reservation,16
True,2016-08-19,2016-09-25,2,1,,Reservation,37
True,2016-10-21,2016-11-14,2,1,,Reservation,24
True,2017-02-24,2017-03-13,2,1,,Reservation,17
True,2017-03-29,2017-04-17,2,1,,Reservation,19
True,2017-04-27,2017-05-08,2,1,,Reservation,11
True,2017-05-12,2017-06-11,1,0,2017-05-18,Reservation,30
True,2017-07-07,2017-07-24,1,1,,Reservation,17
True,2015-09-11,2015-09-15,4,1,,Reservation,4
True,2016-06-07,2016-06-09,1,1,,Reservation,2
True,2016-09-30,2016-10-02,3,1,,Reservation,2
True,2017-05-29,2017-06-01,4,1,,Reservation,3
True,2015-08-31,2015-09-04,1,0,2015-09-02,Reservation,4
True,2015-09-16,2015-09-18,1,1,,Reservation,2
True,2015-09-19,2015-09-28,2,1,,Reservation,9
True,2015-09-28,2015-10-27,2,1,,Reservation,29
True,2015-10-29,2015-11-24,3,1,,Reservation,26
True,2016-06-08,2016-06-20,2,1,,Reservation,12
True,2016-06-22,2016-07-20,2,0,2016-07-12,Reservation,28
True,2017-02-16,2017-02-20,2,1,,Reservation,4
True,2017-03-20,2017-03-21,2,1,,Reservation,1
True,2016-02-10,2016-02-22,3,1,,Reservation,12
True,2016-10-02,2016-10-10,2,1,,Reservation,8
True,2015-11-03,2015-11-03,1,1,,Walk-in,0
True,2016-02-02,2016-02-02,1,1,,Walk-in,0
True,2016-02-18,2016-02-18,1,1,,Walk-in,0
True,2016-03-09,2016-03-09,2,1,,Walk-in,0
True,2016-06-28,2016-06-28,1,1,,Walk-in,0
True,2017-04-18,2017-04-18,1,1,,Walk-in,0
True,2017-04-20,2017-04-20,1,1,,Walk-in,0
True,2015-10-12,2015-10-14,1,1,,Reservation,2
True,2015-11-24,2015-11-24,1,1,,Walk-in,0
True,2016-10-24,2016-10-28,2,1,,Reservation,4
True,2015-12-14,2015-12-15,3,1,,Reservation,1
True,2016-02-01,2016-02-02,2,1,,Reservation,1
True,2016-04-01,2016-04-04,1,1,,Reservation,3
True,2016-06-16,2016-06-21,2,1,,Reservation,5
True,2016-10-12,2016-10-18,2,1,,Reservation,6
True,2016-12-09,2016-12-12,3,1,,Reservation,3
True,2017-01-18,2017-01-24,2,1,,Reservation,6
True,2017-03-01,2017-03-07,2,1,,Reservation,6
True,2017-03-29,2017-04-04,1,1,,Reservation,6
True,2015-10-19,2015-10-29,4,1,,Reservation,10
True,2016-10-22,2016-10-27,5,1,,Reservation,5
True,2017-03-10,2017-03-13,1,1,,Reservation,3
True,2016-11-28,2016-11-29,0,1,,Reservation,1
True,2016-12-12,2016-12-12,1,1,,Walk-in,0
True,2015-12-21,2015-12-21,1,1,,Walk-in,0
True,2016-03-14,2016-03-14,2,1,,Walk-in,0
True,2017-02-17,2017-02-20,1,1,,Reservation,3
True,2016-11-30,2016-12-08,2,1,,Reservation,8
True,2015-10-23,2015-10-28,2,1,,Reservation,5
True,2016-10-02,2016-11-01,6,1,,Reservation,30
True,2016-11-29,2016-12-30,2,1,,Reservation,31
True,2016-10-17,2016-10-29,1,1,,Reservation,12
True,2017-01-20,2017-01-21,1,1,,Reservation,1
True,2016-03-08,2016-03-28,1,1,,Reservation,20
True,2016-07-22,2016-07-23,1,0,2016-07-23,Reservation,1
True,2016-09-11,2016-09-20,1,1,,Reservation,9
True,2017-02-27,2017-03-04,1,1,,Reservation,5
True,2015-10-16,2015-10-16,1,1,,Walk-in,0
True,2016-02-01,2016-02-01,1,1,,Walk-in,0
True,2016-01-12,2016-01-14,1,1,,Reservation,2
True,2016-01-26,2016-01-28,1,1,,Reservation,2
True,2016-02-18,2016-02-25,1,1,,Reservation,7
True,2016-02-03,2016-02-03,1,1,,Walk-in,0
True,2016-03-02,2016-03-02,1,1,,Walk-in,0
True,2017-01-10,2017-03-13,1,1,,Reservation,62
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2016-04-07,2016-04-11,4,1,,Reservation,4
True,2017-03-30,2017-04-03,1,1,,Reservation,4
True,2017-01-23,2017-01-23,2,1,,Walk-in,0
True,2017-04-03,2017-04-03,2,1,,Walk-in,0
True,2017-05-22,2017-05-23,2,1,,Reservation,1
True,2015-12-14,2015-12-15,2,1,,Reservation,1
True,2015-08-31,2015-09-03,3,1,,Reservation,3
True,2015-10-12,2015-10-13,1,1,,Reservation,1
True,2016-10-21,2016-10-25,1,1,,Reservation,4
True,2016-10-17,2016-10-17,1,1,,Walk-in,0
True,2015-12-09,2015-12-09,1,1,,Walk-in,0
True,2016-06-05,2016-06-05,1,0,2016-06-05,Walk-in,0
True,2016-03-02,2016-03-02,1,1,,Walk-in,0
True,2016-12-06,2017-01-14,3,1,,Reservation,39
True,2016-04-23,2016-04-24,1,1,,Reservation,1
True,2016-04-25,2016-07-17,1,0,2016-07-11,Reservation,83
True,2017-01-18,2017-01-27,1,1,,Reservation,9
True,2016-06-29,2016-06-30,1,1,,Reservation,1
True,2016-07-21,2016-07-26,1,1,,Reservation,5
True,2016-11-03,2016-11-04,1,1,,Reservation,1
True,2017-03-20,2017-03-21,1,1,,Reservation,1
True,2017-04-26,2017-04-26,2,1,,Walk-in,0
True,2016-05-02,2016-05-04,1,1,,Reservation,2
True,2015-09-30,2015-10-04,1,1,,Reservation,4
True,2017-01-27,2017-01-29,1,1,,Reservation,2
True,2017-01-12,2017-01-30,2,1,,Reservation,18
True,2017-01-30,2017-01-30,1,1,,Walk-in,0
True,2017-06-04,2017-07-23,3,1,,Reservation,49
True,2015-10-21,2015-11-05,1,1,,Reservation,15
True,2015-11-24,2015-12-03,1,1,,Reservation,9
True,2016-01-05,2016-01-13,1,1,,Reservation,8
True,2016-12-05,2017-01-25,2,1,,Reservation,51
True,2017-02-14,2017-03-29,2,1,,Reservation,43
True,2016-08-30,2016-08-31,1,1,,Reservation,1
True,2015-07-14,2015-07-17,3,1,,Reservation,3
True,2015-07-14,2015-07-17,3,1,,Reservation,3
True,2015-10-22,2015-10-29,1,1,,Reservation,7
True,2016-10-19,2016-10-29,1,1,,Reservation,10
True,2017-06-19,2017-08-03,3,0,2017-06-19,Reservation,45
True,2015-04-20,2015-08-08,7,1,,Reservation,110
True,2016-11-08,2017-07-02,8,1,,Reservation,236
True,2016-08-27,2016-08-28,3,1,,Reservation,1
True,2017-02-10,2017-02-11,1,1,,Reservation,1
True,2016-12-28,2017-07-03,7,1,,Reservation,187
True,2017-01-05,2017-01-05,3,1,,Walk-in,0
True,2017-07-28,2017-07-28,2,1,,Walk-in,0
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2017-04-26,2017-04-26,2,1,,Walk-in,0
True,2015-11-16,2015-11-17,2,1,,Reservation,1
True,2016-10-03,2016-10-03,2,1,,Walk-in,0
True,2015-10-03,2015-10-11,7,1,,Reservation,8
True,2015-11-03,2015-11-03,1,1,,Walk-in,0
True,2015-11-26,2015-11-26,1,1,,Walk-in,0
True,2016-05-31,2016-06-01,1,1,,Reservation,1
True,2016-06-13,2016-06-14,1,1,,Reservation,1
True,2016-08-24,2016-08-24,1,1,,Walk-in,0
True,2017-01-25,2017-01-25,1,1,,Walk-in,0
True,2016-02-16,2016-02-17,1,1,,Reservation,1
True,2016-06-08,2016-06-15,1,1,,Reservation,7
True,2017-02-15,2017-02-16,1,1,,Reservation,1
True,2017-02-11,2017-02-11,0,1,,Walk-in,0
True,2017-02-14,2017-02-14,2,1,,Walk-in,0
True,2016-01-22,2016-01-26,1,1,,Reservation,4
True,2016-01-22,2016-01-28,2,1,,Reservation,6
True,2017-01-23,2017-01-25,1,1,,Reservation,2
True,2016-04-05,2016-04-06,1,1,,Reservation,1
True,2017-03-20,2017-03-26,1,1,,Reservation,6
True,2015-10-05,2015-10-06,1,1,,Reservation,1
True,2015-12-01,2015-12-02,2,1,,Reservation,1
True,2016-03-17,2016-03-17,1,1,,Walk-in,0
True,2016-01-23,2016-01-26,2,1,,Reservation,3
True,2016-11-21,2016-12-05,4,1,,Reservation,14
True,2016-02-02,2016-02-02,1,1,,Walk-in,0
True,2016-03-14,2016-03-14,1,1,,Walk-in,0
True,2016-12-21,2016-12-22,1,1,,Reservation,1
True,2016-03-09,2016-03-10,1,1,,Reservation,1
True,2016-10-15,2016-10-18,2,1,,Reservation,3
True,2017-02-13,2017-02-15,2,1,,Reservation,2
True,2017-04-11,2017-04-18,1,1,,Reservation,7
True,2016-01-04,2016-01-04,4,1,,Walk-in,0
True,2016-02-01,2016-02-01,3,1,,Walk-in,0
True,2016-02-29,2016-02-29,4,1,,Walk-in,0
True,2016-04-11,2016-04-11,4,1,,Walk-in,0
True,2016-04-29,2016-05-09,4,1,,Reservation,10
True,2016-11-30,2016-12-02,1,1,,Reservation,2
True,2016-02-03,2016-02-03,1,1,,Walk-in,0
True,2017-05-17,2017-06-09,4,1,,Reservation,23
True,2015-06-29,2015-07-01,1,1,,Reservation,2
True,2016-01-26,2016-01-27,1,1,,Reservation,1
True,2016-02-02,2016-02-03,1,1,,Reservation,1
True,2016-02-17,2016-02-17,1,1,,Walk-in,0
True,2016-03-14,2016-03-14,2,1,,Walk-in,0
True,2017-01-08,2017-01-21,1,1,,Reservation,13
True,2017-03-27,2017-04-08,1,1,,Reservation,12
True,2017-04-06,2017-04-09,1,1,,Reservation,3
True,2015-10-05,2015-10-27,2,1,,Reservation,22
True,2016-10-11,2016-10-25,3,0,2016-10-18,Reservation,14
True,2017-01-16,2017-01-16,2,1,,Walk-in,0
True,2016-12-14,2016-12-14,1,1,,Walk-in,0
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2016-03-07,2016-03-07,2,1,,Walk-in,0
True,2016-05-19,2016-05-19,1,1,,Walk-in,0
True,2017-03-28,2017-03-28,1,1,,Walk-in,0
True,2016-01-11,2016-01-13,1,1,,Reservation,2
True,2016-02-22,2016-02-23,2,1,,Reservation,1
True,2016-03-22,2016-03-22,2,1,,Walk-in,0
True,2016-04-22,2016-04-27,1,1,,Reservation,5
True,2016-08-25,2016-09-14,1,1,,Reservation,20
True,2016-11-09,2016-11-16,1,1,,Reservation,7
True,2017-01-12,2017-01-18,1,1,,Reservation,6
True,2017-02-16,2017-02-22,1,1,,Reservation,6
True,2017-03-20,2017-03-22,1,1,,Reservation,2
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2015-12-10,2015-12-10,1,1,,Walk-in,0
True,2016-01-27,2016-01-27,1,1,,Walk-in,0
True,2016-02-22,2016-02-22,1,1,,Walk-in,0
True,2016-12-20,2016-12-21,1,1,,Reservation,1
True,2017-01-20,2017-01-23,1,1,,Reservation,3
True,2016-12-07,2017-01-16,3,1,,Reservation,40
True,2015-11-18,2015-11-18,1,1,,Walk-in,0
True,2015-11-24,2015-11-25,1,1,,Reservation,1
True,2016-02-15,2016-02-15,1,1,,Walk-in,0
True,2015-09-30,2015-10-02,1,1,,Reservation,2
True,2016-01-08,2016-01-19,1,1,,Reservation,11
True,2016-02-22,2016-02-25,1,1,,Reservation,3
True,2016-03-10,2016-03-10,1,1,,Walk-in,0
True,2015-11-03,2015-11-09,1,1,,Reservation,6
True,2016-03-09,2016-03-14,1,1,,Reservation,5
True,2016-05-10,2016-05-16,1,1,,Reservation,6
True,2016-10-14,2016-10-17,1,1,,Reservation,3
True,2015-11-19,2015-11-19,1,1,,Walk-in,0
True,2016-01-11,2016-01-12,2,1,,Reservation,1
True,2017-04-12,2017-04-13,1,1,,Reservation,1
True,2015-11-08,2015-11-08,1,1,,Walk-in,0
True,2015-12-06,2015-12-06,1,1,,Walk-in,0
True,2016-03-02,2016-03-02,1,1,,Walk-in,0
True,2016-04-07,2016-04-07,1,0,2016-04-07,Walk-in,0
True,2017-03-02,2017-03-06,2,1,,Reservation,4
True,2015-11-26,2015-11-26,1,1,,Walk-in,0
True,2015-11-16,2015-11-16,1,1,,Walk-in,0
True,2016-05-16,2016-06-13,4,0,2016-06-08,Reservation,28
True,2016-02-11,2016-02-11,1,1,,Walk-in,0
True,2016-02-25,2016-02-25,1,1,,Walk-in,0
True,2017-02-09,2017-02-10,2,1,,Reservation,1
True,2016-03-04,2016-03-04,2,1,,Walk-in,0
True,2016-03-28,2016-03-31,1,1,,Reservation,3
True,2016-12-13,2016-12-15,1,1,,Reservation,2
True,2017-01-17,2017-01-19,1,1,,Reservation,2
True,2017-03-28,2017-03-30,1,1,,Reservation,2
True,2016-03-14,2016-03-18,1,1,,Reservation,4
True,2015-10-13,2015-10-14,1,1,,Reservation,1
True,2015-10-12,2015-10-14,1,0,2015-10-12,Reservation,2
True,2015-11-16,2015-11-16,3,1,,Walk-in,0
True,2015-12-16,2015-12-17,1,1,,Reservation,1
True,2017-01-26,2017-02-01,1,1,,Reservation,6
True,2016-02-03,2016-02-09,3,1,,Reservation,6
True,2015-09-03,2015-09-17,2,1,,Reservation,14
True,2015-12-15,2015-12-17,2,1,,Reservation,2
True,2016-08-12,2016-09-08,2,1,,Reservation,27
True,2017-01-20,2017-02-06,1,1,,Reservation,17
True,2015-12-07,2015-12-09,1,1,,Reservation,2
